resource_id,original_id,split,subject,topic,skill,grade,category,need_image_probability,gate_prediction,completion_decision,known_human_label,known_target,question,choices,hint,lecture,solution,review_bucket
r001146,r001146,train,language science,reference-skills,Use guide words,grade8,Reference skills,0.09879523309115465,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
ceiling - claim",car | chick,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since chick is between the guide words ceiling - claim, it would be found on that page.",high_confidence_skip
r002986,r002986,train,language science,reference-skills,Use guide words,grade3,Reference skills,0.09880599547654298,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
dairy - dog",distance | drop,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since distance is between the guide words dairy - dog, it would be found on that page.",high_confidence_skip
r008423,r008423,train,language science,reference-skills,Use guide words,grade7,Reference skills,0.09882621291217963,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
spiral - such",slice | stranger,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since stranger is between the guide words spiral - such, it would be found on that page.",high_confidence_skip
r013560,r013560,validation,language science,reference-skills,Use guide words,grade5,Reference skills,0.09882655708223044,0,skip_structural_absence,,,"Would you find the word foul on a dictionary page with the following guide words?
farm - free",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since foul is between the guide words farm - free, it would be found on that page.",high_confidence_skip
r014060,r014060,validation,language science,reference-skills,Use guide words,grade3,Reference skills,0.09883094584530572,0,skip_structural_absence,,,"Would you find the word disease on a dictionary page with the following guide words?
desert - dodge",yes | no,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since disease is between the guide words desert - dodge, it would be found on that page.",high_confidence_skip
r004358,r004358,train,language science,reference-skills,Use guide words,grade4,Reference skills,0.09883914923157708,0,skip_structural_absence,,,"Would you find the word stuff on a dictionary page with the following guide words?
should - sly",yes | no,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since stuff is not between the guide words should - sly, it would not be found on that page.",high_confidence_skip
r010326,r010326,train,language science,reference-skills,Use guide words,grade4,Reference skills,0.09891883363928655,0,skip_structural_absence,,,"Would you find the word doubt on a dictionary page with the following guide words?
dessert - during",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since doubt is between the guide words dessert - during, it would be found on that page.",high_confidence_skip
r004984,r004984,train,language science,reference-skills,Use guide words,grade6,Reference skills,0.09894974627437043,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
recently - ruby",rain | root,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since root is between the guide words recently - ruby, it would be found on that page.",high_confidence_skip
r013970,r013970,validation,language science,reference-skills,Use guide words,grade3,Reference skills,0.09895225674531397,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
paper - porch",peril | praise,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since peril is between the guide words paper - porch, it would be found on that page.",high_confidence_skip
r000761,r000761,train,language science,reference-skills,Use guide words,grade6,Reference skills,0.09895415050959505,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
thankful - too",truant | tickle,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since tickle is between the guide words thankful - too, it would be found on that page.",high_confidence_skip
r004905,r004905,train,language science,reference-skills,Use guide words,grade6,Reference skills,0.09895644358418705,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
dodge - dynamite",drive | deer,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since drive is between the guide words dodge - dynamite, it would be found on that page.",high_confidence_skip
r012177,r012177,train,language science,reference-skills,Use guide words,grade6,Reference skills,0.09895915030835993,0,skip_structural_absence,,,"Would you find the word wade on a dictionary page with the following guide words?
weary - world",yes | no,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since wade is not between the guide words weary - world, it would not be found on that page.",high_confidence_skip
r000058,r000058,train,language science,reference-skills,Use guide words,grade8,Reference skills,0.099003435916042,0,skip_structural_absence,,,"Would you find the word miracle on a dictionary page with the following guide words?
mean - mumps",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since miracle is between the guide words mean - mumps, it would be found on that page.",high_confidence_skip
r000815,r000815,train,language science,reference-skills,Use guide words,grade6,Reference skills,0.09900483272802975,0,skip_structural_absence,,,"Which word would you find on a dictionary page with the following guide words?
half - history",hockey | hen,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since hen is between the guide words half - history, it would be found on that page.",high_confidence_skip
r012285,r012285,train,language science,reference-skills,Use guide words,grade7,Reference skills,0.09900515628621846,0,skip_structural_absence,,,"Would you find the word migrate on a dictionary page with the following guide words?
material - mourn",yes | no,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since migrate is between the guide words material - mourn, it would be found on that page.",high_confidence_skip
r018181,r018181,test,language science,reference-skills,Use guide words,grade8,Reference skills,0.09901771513040508,0,skip_structural_absence,,,"Would you find the word since on a dictionary page with the following guide words?
serape - spice",no | yes,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since since is between the guide words serape - spice, it would be found on that page.",high_confidence_skip
r000488,r000488,train,language science,reference-skills,Use guide words,grade4,Reference skills,0.09904173581135668,0,skip_structural_absence,,,"Would you find the word material on a dictionary page with the following guide words?
midst - mosquito",yes | no,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order.
Since material is not between the guide words midst - mosquito, it would not be found on that page.",high_confidence_skip
r015842,r015842,validation,natural science,biology,Genetics vocabulary: dominant and recessive,grade8,Genes to traits,0.35096893082439073,1,need_completion_accidental_missing,,,"Based on this information, what is Nabi's phenotype for the body hair trait?",a hairless body | a hairy body,"In a group of cats, some individuals have a hairy body and others have a hairless body. In this group, the gene for the body hair trait has two alleles. The allele for a hairy body (B) is dominant over the allele for a hairless body (b).
Nabi is a cat from this group. Nabi has the homozygous genotype bb for the body hair gene.",,"Nabi's genotype for the body hair gene is bb. Nabi's genotype of bb has only b alleles. The b allele is for a hairless body. So, Nabi's phenotype for the body hair trait must be a hairless body.
To check this answer, consider whether Nabi's alleles are dominant or recessive. The allele for a hairy body (B) is dominant over the allele for a hairless body (b). This means B is a dominant allele, and b is a recessive allele.
Nabi's genotype of bb has only recessive alleles. An organism with only recessive alleles for a gene will have the recessive allele's version of the trait. So, Nabi's phenotype for the body hair trait must be a hairless body.",near_threshold_uncertain
r000120,r000120,train,natural science,chemistry,Identify reactants and products,grade7,Chemical reactions,0.3485521836882897,0,skip_structural_absence,,,"Complete the sentence.
In this chemical reaction, carbon dioxide is a ().",product | reactant,"This passage describes a chemical reaction. Read the passage. Then, follow the instructions below.
Plants make glucose, a sugar they can use for food, through a process called photosynthesis. During photosynthesis, plants use energy from sunlight to make glucose from water and carbon dioxide. In the process of making glucose, plants also create most of the oxygen in the air we breathe.","A chemical change occurs when new substances are formed from existing substances. This process is called a chemical reaction.
In a chemical reaction, one or more substances change into one or more different substances. During the reaction, the atoms of the original substances are rearranged to form other substances.
The original substances in a chemical reaction are called reactants. These substances react, or go through a chemical change.
The substances that are formed in a chemical reaction are called products. These substances are produced by the chemical reaction.
So, in a chemical reaction, reactants go through a chemical change to form products.","Read the underlined text carefully. Look for information about what happens to carbon dioxide in this chemical reaction.
Plants make glucose, a sugar they can use for food, through a process called photosynthesis. During photosynthesis, plants use energy from sunlight to make glucose from water and carbon dioxide. In the process of making glucose, plants also create most of the oxygen in the air we breathe.
The underlined text tells you that when water and carbon dioxide combine, glucose and oxygen are formed. When water and carbon dioxide react, or go through a chemical change, their atoms are rearranged to form glucose and oxygen. Because carbon dioxide reacts in this chemical reaction, carbon dioxide is a reactant.",near_threshold_uncertain
r001521,r001521,train,natural science,science-and-engineering-practices,Identify questions that can be investigated with a set of materials,grade8,Designing experiments,0.3482398108494687,0,skip_structural_absence,,,"Using only these supplies, which question can Monica investigate with an experiment?",Does a tablet charge faster with a two-foot-long charging cable or a five-foot-long charging cable? | Does a cell phone charge more quickly when it is turned on or when it is turned off? | Does a cell phone charge faster when plugged into a wall outlet or into a computer?,"Monica notices that her cell phone charges more quickly sometimes and more slowly other times. She wonders what factors affect how quickly a phone charges. So, she decides to design an experiment. She has the following supplies available:
one cell phone
a two-foot-long charging cable
a five-foot-long charging cable
a stopwatch
a wall outlet","Experiments can be designed to answer specific questions. When designing an experiment, you must identify the supplies that are necessary to answer your question. In order to do this, you need to figure out what will be tested and what will be measured during the experiment.
Imagine that you are wondering if plants grow to different heights when planted in different types of soil. How might you decide what supplies are necessary to conduct this experiment?
First, you need to identify the part of the experiment that will be tested, which is the independent variable. This is usually the part of the experiment that is different or changed. In this case, you would like to know how plants grow in different types of soil. So, you must have different types of soil available.
Next, you need to identify the part of the experiment that will be measured or observed, which is the dependent variable. In this experiment, you would like to know if some plants grow taller than others. So, you must be able to compare the plants' heights. To do this, you can observe which plants are taller by looking at them, or you can measure their exact heights with a meterstick.
So, if you have different types of soil and can observe or measure the heights of your plants, then you have the supplies you need to investigate your question with an experiment!",,near_threshold_uncertain
r005249,r005249,train,natural science,science-and-engineering-practices,Identify questions that can be investigated with a set of materials,grade8,Designing experiments,0.3482398108494687,0,skip_structural_absence,,,"Using only these supplies, which question can Molly investigate with an experiment?",Does a cell phone charge faster when plugged into a wall outlet or into a computer? | Does a tablet charge faster with a two-foot-long charging cable or a five-foot-long charging cable? | Does a cell phone charge more quickly when it is turned on or when it is turned off?,"Molly notices that her cell phone charges more quickly sometimes and more slowly other times. She wonders what factors affect how quickly a phone charges. So, she decides to design an experiment. She has the following supplies available:
one cell phone
a two-foot-long charging cable
a five-foot-long charging cable
a stopwatch
a wall outlet","Experiments can be designed to answer specific questions. When designing an experiment, you must identify the supplies that are necessary to answer your question. In order to do this, you need to figure out what will be tested and what will be measured during the experiment.
Imagine that you are wondering if plants grow to different heights when planted in different types of soil. How might you decide what supplies are necessary to conduct this experiment?
First, you need to identify the part of the experiment that will be tested, which is the independent variable. This is usually the part of the experiment that is different or changed. In this case, you would like to know how plants grow in different types of soil. So, you must have different types of soil available.
Next, you need to identify the part of the experiment that will be measured or observed, which is the dependent variable. In this experiment, you would like to know if some plants grow taller than others. So, you must be able to compare the plants' heights. To do this, you can observe which plants are taller by looking at them, or you can measure their exact heights with a meterstick.
So, if you have different types of soil and can observe or measure the heights of your plants, then you have the supplies you need to investigate your question with an experiment!",,near_threshold_uncertain
r007111,r007111,train,natural science,science-and-engineering-practices,Identify questions that can be investigated with a set of materials,grade8,Designing experiments,0.3482398108494687,0,skip_structural_absence,,,"Using only these supplies, which question can Lily investigate with an experiment?",Does a cell phone charge faster when plugged into a wall outlet or into a computer? | Does a tablet charge faster with a two-foot-long charging cable or a five-foot-long charging cable? | Does a cell phone charge more quickly when it is turned on or when it is turned off?,"Lily notices that her cell phone charges more quickly sometimes and more slowly other times. She wonders what factors affect how quickly a phone charges. So, she decides to design an experiment. She has the following supplies available:
one cell phone
a two-foot-long charging cable
a five-foot-long charging cable
a stopwatch
a wall outlet","Experiments can be designed to answer specific questions. When designing an experiment, you must identify the supplies that are necessary to answer your question. In order to do this, you need to figure out what will be tested and what will be measured during the experiment.
Imagine that you are wondering if plants grow to different heights when planted in different types of soil. How might you decide what supplies are necessary to conduct this experiment?
First, you need to identify the part of the experiment that will be tested, which is the independent variable. This is usually the part of the experiment that is different or changed. In this case, you would like to know how plants grow in different types of soil. So, you must have different types of soil available.
Next, you need to identify the part of the experiment that will be measured or observed, which is the dependent variable. In this experiment, you would like to know if some plants grow taller than others. So, you must be able to compare the plants' heights. To do this, you can observe which plants are taller by looking at them, or you can measure their exact heights with a meterstick.
So, if you have different types of soil and can observe or measure the heights of your plants, then you have the supplies you need to investigate your question with an experiment!",,near_threshold_uncertain
r009857,r009857,train,natural science,science-and-engineering-practices,Identify questions that can be investigated with a set of materials,grade8,Designing experiments,0.3482398108494687,0,skip_structural_absence,,,"Using only these supplies, which question can Lara investigate with an experiment?",Does a cell phone charge faster when plugged into a wall outlet or into a computer? | Does a cell phone charge more quickly when it is turned on or when it is turned off? | Does a tablet charge faster with a two-foot-long charging cable or a five-foot-long charging cable?,"Lara notices that her cell phone charges more quickly sometimes and more slowly other times. She wonders what factors affect how quickly a phone charges. So, she decides to design an experiment. She has the following supplies available:
one cell phone
a two-foot-long charging cable
a five-foot-long charging cable
a stopwatch
a wall outlet","Experiments can be designed to answer specific questions. When designing an experiment, you must identify the supplies that are necessary to answer your question. In order to do this, you need to figure out what will be tested and what will be measured during the experiment.
Imagine that you are wondering if plants grow to different heights when planted in different types of soil. How might you decide what supplies are necessary to conduct this experiment?
First, you need to identify the part of the experiment that will be tested, which is the independent variable. This is usually the part of the experiment that is different or changed. In this case, you would like to know how plants grow in different types of soil. So, you must have different types of soil available.
Next, you need to identify the part of the experiment that will be measured or observed, which is the dependent variable. In this experiment, you would like to know if some plants grow taller than others. So, you must be able to compare the plants' heights. To do this, you can observe which plants are taller by looking at them, or you can measure their exact heights with a meterstick.
So, if you have different types of soil and can observe or measure the heights of your plants, then you have the supplies you need to investigate your question with an experiment!",,near_threshold_uncertain
r011265,r011265,train,natural science,science-and-engineering-practices,Identify questions that can be investigated with a set of materials,grade8,Designing experiments,0.3482398108494687,0,skip_structural_absence,,,"Using only these supplies, which question can Britney investigate with an experiment?",Does a cell phone charge faster when plugged into a wall outlet or into a computer? | Does a cell phone charge more quickly when it is turned on or when it is turned off? | Does a tablet charge faster with a two-foot-long charging cable or a five-foot-long charging cable?,"Britney notices that her cell phone charges more quickly sometimes and more slowly other times. She wonders what factors affect how quickly a phone charges. So, she decides to design an experiment. She has the following supplies available:
one cell phone
a two-foot-long charging cable
a five-foot-long charging cable
a stopwatch
a wall outlet","Experiments can be designed to answer specific questions. When designing an experiment, you must identify the supplies that are necessary to answer your question. In order to do this, you need to figure out what will be tested and what will be measured during the experiment.
Imagine that you are wondering if plants grow to different heights when planted in different types of soil. How might you decide what supplies are necessary to conduct this experiment?
First, you need to identify the part of the experiment that will be tested, which is the independent variable. This is usually the part of the experiment that is different or changed. In this case, you would like to know how plants grow in different types of soil. So, you must have different types of soil available.
Next, you need to identify the part of the experiment that will be measured or observed, which is the dependent variable. In this experiment, you would like to know if some plants grow taller than others. So, you must be able to compare the plants' heights. To do this, you can observe which plants are taller by looking at them, or you can measure their exact heights with a meterstick.
So, if you have different types of soil and can observe or measure the heights of your plants, then you have the supplies you need to investigate your question with an experiment!",,near_threshold_uncertain
r012881,r012881,validation,natural science,science-and-engineering-practices,Identify questions that can be investigated with a set of materials,grade8,Designing experiments,0.3482398108494687,0,skip_structural_absence,,,"Using only these supplies, which question can Haley investigate with an experiment?",Does a cell phone charge more quickly when it is turned on or when it is turned off? | Does a tablet charge faster with a two-foot-long charging cable or a five-foot-long charging cable? | Does a cell phone charge faster when plugged into a wall outlet or into a computer?,"Haley notices that her cell phone charges more quickly sometimes and more slowly other times. She wonders what factors affect how quickly a phone charges. So, she decides to design an experiment. She has the following supplies available:
one cell phone
a two-foot-long charging cable
a five-foot-long charging cable
a stopwatch
a wall outlet","Experiments can be designed to answer specific questions. When designing an experiment, you must identify the supplies that are necessary to answer your question. In order to do this, you need to figure out what will be tested and what will be measured during the experiment.
Imagine that you are wondering if plants grow to different heights when planted in different types of soil. How might you decide what supplies are necessary to conduct this experiment?
First, you need to identify the part of the experiment that will be tested, which is the independent variable. This is usually the part of the experiment that is different or changed. In this case, you would like to know how plants grow in different types of soil. So, you must have different types of soil available.
Next, you need to identify the part of the experiment that will be measured or observed, which is the dependent variable. In this experiment, you would like to know if some plants grow taller than others. So, you must be able to compare the plants' heights. To do this, you can observe which plants are taller by looking at them, or you can measure their exact heights with a meterstick.
So, if you have different types of soil and can observe or measure the heights of your plants, then you have the supplies you need to investigate your question with an experiment!",,near_threshold_uncertain
r013742,r013742,validation,natural science,science-and-engineering-practices,Identify questions that can be investigated with a set of materials,grade8,Designing experiments,0.3482398108494687,0,skip_structural_absence,,,"Using only these supplies, which question can Emmy investigate with an experiment?",Does a cell phone charge faster when plugged into a wall outlet or into a computer? | Does a cell phone charge more quickly when it is turned on or when it is turned off? | Does a tablet charge faster with a two-foot-long charging cable or a five-foot-long charging cable?,"Emmy notices that her cell phone charges more quickly sometimes and more slowly other times. She wonders what factors affect how quickly a phone charges. So, she decides to design an experiment. She has the following supplies available:
one cell phone
a two-foot-long charging cable
a five-foot-long charging cable
a stopwatch
a wall outlet","Experiments can be designed to answer specific questions. When designing an experiment, you must identify the supplies that are necessary to answer your question. In order to do this, you need to figure out what will be tested and what will be measured during the experiment.
Imagine that you are wondering if plants grow to different heights when planted in different types of soil. How might you decide what supplies are necessary to conduct this experiment?
First, you need to identify the part of the experiment that will be tested, which is the independent variable. This is usually the part of the experiment that is different or changed. In this case, you would like to know how plants grow in different types of soil. So, you must have different types of soil available.
Next, you need to identify the part of the experiment that will be measured or observed, which is the dependent variable. In this experiment, you would like to know if some plants grow taller than others. So, you must be able to compare the plants' heights. To do this, you can observe which plants are taller by looking at them, or you can measure their exact heights with a meterstick.
So, if you have different types of soil and can observe or measure the heights of your plants, then you have the supplies you need to investigate your question with an experiment!",,near_threshold_uncertain
r013991,r013991,validation,natural science,science-and-engineering-practices,Identify questions that can be investigated with a set of materials,grade8,Designing experiments,0.3482398108494687,0,skip_structural_absence,,,"Using only these supplies, which question can Sharon investigate with an experiment?",Does a cell phone charge faster when plugged into a wall outlet or into a computer? | Does a cell phone charge more quickly when it is turned on or when it is turned off? | Does a tablet charge faster with a two-foot-long charging cable or a five-foot-long charging cable?,"Sharon notices that her cell phone charges more quickly sometimes and more slowly other times. She wonders what factors affect how quickly a phone charges. So, she decides to design an experiment. She has the following supplies available:
one cell phone
a two-foot-long charging cable
a five-foot-long charging cable
a stopwatch
a wall outlet","Experiments can be designed to answer specific questions. When designing an experiment, you must identify the supplies that are necessary to answer your question. In order to do this, you need to figure out what will be tested and what will be measured during the experiment.
Imagine that you are wondering if plants grow to different heights when planted in different types of soil. How might you decide what supplies are necessary to conduct this experiment?
First, you need to identify the part of the experiment that will be tested, which is the independent variable. This is usually the part of the experiment that is different or changed. In this case, you would like to know how plants grow in different types of soil. So, you must have different types of soil available.
Next, you need to identify the part of the experiment that will be measured or observed, which is the dependent variable. In this experiment, you would like to know if some plants grow taller than others. So, you must be able to compare the plants' heights. To do this, you can observe which plants are taller by looking at them, or you can measure their exact heights with a meterstick.
So, if you have different types of soil and can observe or measure the heights of your plants, then you have the supplies you need to investigate your question with an experiment!",,near_threshold_uncertain
r014714,r014714,validation,natural science,science-and-engineering-practices,Identify questions that can be investigated with a set of materials,grade8,Designing experiments,0.3482398108494687,0,skip_structural_absence,,,"Using only these supplies, which question can Ariel investigate with an experiment?",Does a cell phone charge more quickly when it is turned on or when it is turned off? | Does a tablet charge faster with a two-foot-long charging cable or a five-foot-long charging cable? | Does a cell phone charge faster when plugged into a wall outlet or into a computer?,"Ariel notices that her cell phone charges more quickly sometimes and more slowly other times. She wonders what factors affect how quickly a phone charges. So, she decides to design an experiment. She has the following supplies available:
one cell phone
a two-foot-long charging cable
a five-foot-long charging cable
a stopwatch
a wall outlet","Experiments can be designed to answer specific questions. When designing an experiment, you must identify the supplies that are necessary to answer your question. In order to do this, you need to figure out what will be tested and what will be measured during the experiment.
Imagine that you are wondering if plants grow to different heights when planted in different types of soil. How might you decide what supplies are necessary to conduct this experiment?
First, you need to identify the part of the experiment that will be tested, which is the independent variable. This is usually the part of the experiment that is different or changed. In this case, you would like to know how plants grow in different types of soil. So, you must have different types of soil available.
Next, you need to identify the part of the experiment that will be measured or observed, which is the dependent variable. In this experiment, you would like to know if some plants grow taller than others. So, you must be able to compare the plants' heights. To do this, you can observe which plants are taller by looking at them, or you can measure their exact heights with a meterstick.
So, if you have different types of soil and can observe or measure the heights of your plants, then you have the supplies you need to investigate your question with an experiment!",,near_threshold_uncertain
r015167,r015167,validation,natural science,biology,"Use evidence to classify mammals, birds, fish, reptiles, and amphibians",grade5,Classification,0.3518174180512683,1,need_completion_accidental_missing,,,Select the one animal that has all of the bird traits listed above.,"Black howler monkeys have loud calls, or howls. The howls can be heard over three miles away! Howler monkeys have fur and feed their offspring milk. | Snowy owls have sharp, curved beaks and live in cold places. They have feathers on their feet to protect them from the cold. Mother owls keep their eggs warm by standing on their shells.","Birds are a group of animals with similar traits. The following traits can be used to identify birds:
They have feathers.
They have wings.
They have a beak.
They make eggs with shells. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live.
How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group.
Birds have the following traits:
They have feathers.
They have wings.
They have a beak.
They make eggs with shells.
Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits.
A snowy owl has the following traits:
It has feathers.
It has wings.
It has a beak.
It makes eggs with shells.
A snowy owl has the traits of a bird. A snowy owl is a bird.
A black howler has the following traits:
It feeds its offspring milk.
It has fur.
A black howler does not have all of the traits of a bird. A black howler is a mammal.",near_threshold_uncertain
r016720,r016720,validation,language science,vocabulary,What am I?,grade1,Comprehension strategies,0.3518611586305311,1,need_completion_accidental_missing,,,"Answer the riddle.
I have doors and windows.
People live inside me.
I may have a yard.
What am I?",a town | a house,,,"A house has doors and windows.
People live inside a house.
A house may have a yard.",near_threshold_uncertain
r014193,r014193,validation,natural science,physics,"Identify solids, liquids, and gases",grade3,States of matter,0.35202799036623483,1,need_completion_accidental_missing,,,Select the gas.,bat bones | air inside a raft | pair of dice | water in a fishbowl,,"Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids do not pour as easily as others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. Air is a gas.","A pair of dice is a solid. A solid has a size and shape of its own. When you roll a pair of dice, the dice have a shape of their own. They are still cubes when they stop rolling.
The air inside a raft is a gas. A gas expands to fill a space. The air in a raft expands to fill all the space inside the raft. If air leaks out, it will expand into the space around the raft.
A bat bone is a solid. A solid has a size and shape of its own. A bat bone has its own shape inside the bat.
The water in a fishbowl is a liquid. A liquid takes the shape of any container it is in. If you pour water from a fishbowl into a different container, the water will take the shape of that container. But the water will still take up the same amount of space.",near_threshold_uncertain
