dataset,strategy,sample_id,question,positive_image_ref,negative_sample_id,negative_question,negative_image_ref,lexical_similarity
ai2d,same_topic_wrong_image,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,ai2d_test_000121,"From the food web shown in the diagram, which organism is the producer?",hf://lmms-lab/ai2d-no-mask/test/000121,0.14577880712140215
ai2d,same_topic_wrong_image,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,ai2d_test_000125,What feeds on crickets?,hf://lmms-lab/ai2d-no-mask/test/000125,0.12950379322746494
ai2d,same_skill_wrong_image,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,0.17286709696929853
ai2d,same_skill_wrong_image,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,0.16474665162255714
ai2d,same_skill_wrong_image,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,ai2d_test_000124,Refer the diagram and choose the option which is a carnivore?,hf://lmms-lab/ai2d-no-mask/test/000124,0.1571903813418159
ai2d,same_skill_wrong_image,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,ai2d_test_000121,"From the food web shown in the diagram, which organism is the producer?",hf://lmms-lab/ai2d-no-mask/test/000121,0.14577880712140215
ai2d,same_skill_wrong_image,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,ai2d_test_000125,What feeds on crickets?,hf://lmms-lab/ai2d-no-mask/test/000125,0.12950379322746494
ai2d,random_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.014816302503757784
ai2d,random_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000049,What is the producer in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000049,0.021028932075615833
ai2d,random_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000173,Use the accompanying diagram to select the correct pair of secondary consumers.,hf://lmms-lab/ai2d-no-mask/test/000173,0.009545257726207707
ai2d,random_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000181,What is the fine powderlike material consisting of pollen grains that is produced by the anthers of seed plants?,hf://lmms-lab/ai2d-no-mask/test/000181,0.008757240070267285
ai2d,random_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000189,What is on the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000189,0.01327763548314313
ai2d,lexical_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000194,"According to the food web, what will happen if the grass dried up due to extreme heat?",hf://lmms-lab/ai2d-no-mask/test/000194,0.39514087133447684
ai2d,lexical_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000135,What would happen if all the plants disappeared?,hf://lmms-lab/ai2d-no-mask/test/000135,0.22710546781666288
ai2d,lexical_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000172,"The diagram below shows a food chain. If the plants died, the population of whitefly would most likely",hf://lmms-lab/ai2d-no-mask/test/000172,0.20604212260154509
ai2d,lexical_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000125,What feeds on crickets?,hf://lmms-lab/ai2d-no-mask/test/000125,0.18357851225412244
ai2d,lexical_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000120,"From the food web shown in the diagram, which organism is the primary consumer?",hf://lmms-lab/ai2d-no-mask/test/000120,0.1403757476377071
ai2d,same_topic_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000194,"According to the food web, what will happen if the grass dried up due to extreme heat?",hf://lmms-lab/ai2d-no-mask/test/000194,0.39514087133447684
ai2d,same_topic_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000135,What would happen if all the plants disappeared?,hf://lmms-lab/ai2d-no-mask/test/000135,0.22710546781666288
ai2d,same_topic_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000172,"The diagram below shows a food chain. If the plants died, the population of whitefly would most likely",hf://lmms-lab/ai2d-no-mask/test/000172,0.20604212260154509
ai2d,same_topic_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000125,What feeds on crickets?,hf://lmms-lab/ai2d-no-mask/test/000125,0.18357851225412244
ai2d,same_topic_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000120,"From the food web shown in the diagram, which organism is the primary consumer?",hf://lmms-lab/ai2d-no-mask/test/000120,0.1403757476377071
ai2d,same_skill_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000194,"According to the food web, what will happen if the grass dried up due to extreme heat?",hf://lmms-lab/ai2d-no-mask/test/000194,0.39514087133447684
ai2d,same_skill_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000135,What would happen if all the plants disappeared?,hf://lmms-lab/ai2d-no-mask/test/000135,0.22710546781666288
ai2d,same_skill_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000172,"The diagram below shows a food chain. If the plants died, the population of whitefly would most likely",hf://lmms-lab/ai2d-no-mask/test/000172,0.20604212260154509
ai2d,same_skill_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000125,What feeds on crickets?,hf://lmms-lab/ai2d-no-mask/test/000125,0.18357851225412244
ai2d,same_skill_wrong_image,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,ai2d_test_000120,"From the food web shown in the diagram, which organism is the primary consumer?",hf://lmms-lab/ai2d-no-mask/test/000120,0.1403757476377071
ai2d,random_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000062,What is the animal shown in the image?,hf://lmms-lab/ai2d-no-mask/test/000062,0.02102859223702374
ai2d,random_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000095,What letter in the diagram represents the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000095,0.025508537762652078
ai2d,random_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000127,What would happen if the cricket population decreased?,hf://lmms-lab/ai2d-no-mask/test/000127,0.06925741404925957
ai2d,random_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000155,"What letter shows a fully grown, mature organism?",hf://lmms-lab/ai2d-no-mask/test/000155,0.014045282426180994
ai2d,random_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000198,"From the above food web diagram, which species provide energy",hf://lmms-lab/ai2d-no-mask/test/000198,0.07534803595314825
ai2d,lexical_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000121,"From the food web shown in the diagram, which organism is the producer?",hf://lmms-lab/ai2d-no-mask/test/000121,0.2510651071285976
ai2d,lexical_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,0.17286709696929853
ai2d,lexical_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000124,Refer the diagram and choose the option which is a carnivore?,hf://lmms-lab/ai2d-no-mask/test/000124,0.16137454538495935
ai2d,lexical_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000119,"From the above food web diagram, which species need to find other energy source after grass",hf://lmms-lab/ai2d-no-mask/test/000119,0.1328643545684642
ai2d,lexical_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000125,What feeds on crickets?,hf://lmms-lab/ai2d-no-mask/test/000125,0.10338889697137385
ai2d,same_topic_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000121,"From the food web shown in the diagram, which organism is the producer?",hf://lmms-lab/ai2d-no-mask/test/000121,0.2510651071285976
ai2d,same_topic_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,0.17286709696929853
ai2d,same_topic_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000124,Refer the diagram and choose the option which is a carnivore?,hf://lmms-lab/ai2d-no-mask/test/000124,0.16137454538495935
ai2d,same_topic_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000119,"From the above food web diagram, which species need to find other energy source after grass",hf://lmms-lab/ai2d-no-mask/test/000119,0.1328643545684642
ai2d,same_topic_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000125,What feeds on crickets?,hf://lmms-lab/ai2d-no-mask/test/000125,0.10338889697137385
ai2d,same_skill_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000121,"From the food web shown in the diagram, which organism is the producer?",hf://lmms-lab/ai2d-no-mask/test/000121,0.2510651071285976
ai2d,same_skill_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,0.17286709696929853
ai2d,same_skill_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000124,Refer the diagram and choose the option which is a carnivore?,hf://lmms-lab/ai2d-no-mask/test/000124,0.16137454538495935
ai2d,same_skill_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000119,"From the above food web diagram, which species need to find other energy source after grass",hf://lmms-lab/ai2d-no-mask/test/000119,0.1328643545684642
ai2d,same_skill_wrong_image,ai2d_test_000128,Which among the below causes pollution?,hf://lmms-lab/ai2d-no-mask/test/000128,ai2d_test_000125,What feeds on crickets?,hf://lmms-lab/ai2d-no-mask/test/000125,0.10338889697137385
ai2d,random_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000026,What happens after metamorphic rocks melt?,hf://lmms-lab/ai2d-no-mask/test/000026,0.015604031863705535
ai2d,random_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000062,What is the animal shown in the image?,hf://lmms-lab/ai2d-no-mask/test/000062,0.014929181781895165
ai2d,random_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000159,Which is the completely dark portion of a shadow created by an eclipse?,hf://lmms-lab/ai2d-no-mask/test/000159,0.013422948115403214
ai2d,random_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000174,What organism in the diagram would be considered a producer?,hf://lmms-lab/ai2d-no-mask/test/000174,0.010013902357305985
ai2d,random_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000189,What is on the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000189,0.09528631645869703
ai2d,lexical_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,0.24912330772715682
ai2d,lexical_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000195,Base your answers on the diagram below and on your knowledge of science. Which are the organisms are herbivores?,hf://lmms-lab/ai2d-no-mask/test/000195,0.24395772945618663
ai2d,lexical_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,0.2065600650438744
ai2d,lexical_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000171,The diagram above shows some of the organisms in a food web. Which of the following organisms shown in the diagram are primary consumers?,hf://lmms-lab/ai2d-no-mask/test/000171,0.1583757359556379
ai2d,lexical_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,0.13432761016448716
ai2d,same_topic_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,0.24912330772715682
ai2d,same_topic_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000195,Base your answers on the diagram below and on your knowledge of science. Which are the organisms are herbivores?,hf://lmms-lab/ai2d-no-mask/test/000195,0.24395772945618663
ai2d,same_topic_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,0.2065600650438744
ai2d,same_topic_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000171,The diagram above shows some of the organisms in a food web. Which of the following organisms shown in the diagram are primary consumers?,hf://lmms-lab/ai2d-no-mask/test/000171,0.1583757359556379
ai2d,same_topic_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,0.13432761016448716
ai2d,same_skill_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000132,"Using the diagram below, which animal is classified as an herbivore?",hf://lmms-lab/ai2d-no-mask/test/000132,0.24912330772715682
ai2d,same_skill_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000195,Base your answers on the diagram below and on your knowledge of science. Which are the organisms are herbivores?,hf://lmms-lab/ai2d-no-mask/test/000195,0.24395772945618663
ai2d,same_skill_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000133,What is a predator of the rabbit?,hf://lmms-lab/ai2d-no-mask/test/000133,0.2065600650438744
ai2d,same_skill_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000171,The diagram above shows some of the organisms in a food web. Which of the following organisms shown in the diagram are primary consumers?,hf://lmms-lab/ai2d-no-mask/test/000171,0.1583757359556379
ai2d,same_skill_wrong_image,ai2d_test_000129,Base your answers on the food web below and on your knowledge of biology. Which organisms are carnivores?,hf://lmms-lab/ai2d-no-mask/test/000129,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,0.13432761016448716
ai2d,random_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000027,What happens at stage J in the diagram?,hf://lmms-lab/ai2d-no-mask/test/000027,0.04591245155095907
ai2d,random_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000044,Herbivores zooplanktons are included in which trophic level?,hf://lmms-lab/ai2d-no-mask/test/000044,0.015315372198223686
ai2d,random_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000085,what is labeled F?,hf://lmms-lab/ai2d-no-mask/test/000085,0.018821516607861712
ai2d,random_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000141,"In the diagram of the food web shown, what does the emperor scorpion get its food energy from?",hf://lmms-lab/ai2d-no-mask/test/000141,0.08571448632560012
ai2d,random_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,0.02264243429148127
ai2d,lexical_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,0.20432861751331985
ai2d,lexical_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000138,"From the above food web diagram, which species is producer",hf://lmms-lab/ai2d-no-mask/test/000138,0.19776016252417894
ai2d,lexical_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000198,"From the above food web diagram, which species provide energy",hf://lmms-lab/ai2d-no-mask/test/000198,0.17627407788483937
ai2d,lexical_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000120,"From the food web shown in the diagram, which organism is the primary consumer?",hf://lmms-lab/ai2d-no-mask/test/000120,0.1445191361735195
ai2d,lexical_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000119,"From the above food web diagram, which species need to find other energy source after grass",hf://lmms-lab/ai2d-no-mask/test/000119,0.14307138759403862
ai2d,same_topic_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,0.20432861751331985
ai2d,same_topic_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000138,"From the above food web diagram, which species is producer",hf://lmms-lab/ai2d-no-mask/test/000138,0.19776016252417894
ai2d,same_topic_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000198,"From the above food web diagram, which species provide energy",hf://lmms-lab/ai2d-no-mask/test/000198,0.17627407788483937
ai2d,same_topic_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000120,"From the food web shown in the diagram, which organism is the primary consumer?",hf://lmms-lab/ai2d-no-mask/test/000120,0.1445191361735195
ai2d,same_topic_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000119,"From the above food web diagram, which species need to find other energy source after grass",hf://lmms-lab/ai2d-no-mask/test/000119,0.14307138759403862
ai2d,same_skill_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,0.20432861751331985
ai2d,same_skill_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000138,"From the above food web diagram, which species is producer",hf://lmms-lab/ai2d-no-mask/test/000138,0.19776016252417894
ai2d,same_skill_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000198,"From the above food web diagram, which species provide energy",hf://lmms-lab/ai2d-no-mask/test/000198,0.17627407788483937
ai2d,same_skill_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000120,"From the food web shown in the diagram, which organism is the primary consumer?",hf://lmms-lab/ai2d-no-mask/test/000120,0.1445191361735195
ai2d,same_skill_wrong_image,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,ai2d_test_000119,"From the above food web diagram, which species need to find other energy source after grass",hf://lmms-lab/ai2d-no-mask/test/000119,0.14307138759403862
ai2d,random_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.08062010220511874
ai2d,random_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000091,What lies at the very bottom?,hf://lmms-lab/ai2d-no-mask/test/000091,0.04457646898867049
ai2d,random_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000134,What will happen to the rabbit population if the fox population grows?,hf://lmms-lab/ai2d-no-mask/test/000134,0.04356163351192376
ai2d,random_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000159,Which is the completely dark portion of a shadow created by an eclipse?,hf://lmms-lab/ai2d-no-mask/test/000159,0.023640604039262995
ai2d,random_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000160,Which is the hot star that produces light for an eclipse?,hf://lmms-lab/ai2d-no-mask/test/000160,0.02516950510720062
ai2d,lexical_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000198,"From the above food web diagram, which species provide energy",hf://lmms-lab/ai2d-no-mask/test/000198,0.30757760945460644
ai2d,lexical_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000138,"From the above food web diagram, which species is producer",hf://lmms-lab/ai2d-no-mask/test/000138,0.2807553129516754
ai2d,lexical_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000119,"From the above food web diagram, which species need to find other energy source after grass",hf://lmms-lab/ai2d-no-mask/test/000119,0.2496428057123456
ai2d,lexical_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000185,"In the food web diagram that is shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000185,0.2220854176961214
ai2d,lexical_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,0.20432861751331985
ai2d,same_topic_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000198,"From the above food web diagram, which species provide energy",hf://lmms-lab/ai2d-no-mask/test/000198,0.30757760945460644
ai2d,same_topic_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000138,"From the above food web diagram, which species is producer",hf://lmms-lab/ai2d-no-mask/test/000138,0.2807553129516754
ai2d,same_topic_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000119,"From the above food web diagram, which species need to find other energy source after grass",hf://lmms-lab/ai2d-no-mask/test/000119,0.2496428057123456
ai2d,same_topic_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000185,"In the food web diagram that is shown, which is the producer?",hf://lmms-lab/ai2d-no-mask/test/000185,0.2220854176961214
ai2d,same_topic_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000130,"From the above food web diagram, rabbit represents",hf://lmms-lab/ai2d-no-mask/test/000130,0.20432861751331985
ai2d,same_skill_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000198,"From the above food web diagram, which species provide energy",hf://lmms-lab/ai2d-no-mask/test/000198,0.30757760945460644
ai2d,same_skill_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000138,"From the above food web diagram, which species is producer",hf://lmms-lab/ai2d-no-mask/test/000138,0.2807553129516754
ai2d,same_skill_wrong_image,ai2d_test_000131,"From the above food web diagram, which species supplies energy",hf://lmms-lab/ai2d-no-mask/test/000131,ai2d_test_000119,"From the above food web diagram, which species need to find other energy source after grass",hf://lmms-lab/ai2d-no-mask/test/000119,0.2496428057123456
