annotation_id,resource_id,original_id,split,has_image,suggested_missing_type,candidate_reason,human_label,label_confidence,label_note,subject,topic,topic_count,topic_missing_rate,skill,skill_count,skill_missing_rate,grade,category,question,choices,answer,hint,lecture,solution,text_length,word_count
mt0201,r016897,r016897,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",social science,us-history,510,0.0843137254901961,Antebellum Period: economies of the North and South,1,1.0,grade4,Early 19th century American history,The time between 1820 and 1860 is called the antebellum period. What does antebellum mean?,after the war | wealthy | revolutionary | before the war,3,,,"Antebellum means ""before the war."" Ante and bellum are Latin root words. The root ante means ""before."" The root bellum means ""war."" The antebellum period is named for the war that followed it: the Civil War.",364,59
mt0202,r016939,r016939,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,social science,us-history,510,0.0843137254901961,The War of 1812: events and effects,1,1.0,grade5,Early 19th century American history,Complete the sentence. The War of 1812 began in June of 1812 when () declared war on ().,France . . . Great Britain | the United States . . . Great Britain | Great Britain . . . the United States | Great Britain . . . France,1,,,"The War of 1812 began on June 18, 1812, when the United States declared war on Great Britain. President James Madison of the United States signed Congress's declaration of war against Great Britain.",432,79
mt0203,r001679,r001679,train,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,language science,reading-comprehension,84,0.4523809523809523,Read and understand informational passages,20,0.0,grade2,Independent reading comprehension,Why do stick insects look like sticks?,so they can hide on trees | so birds can find them more easily,0,"Read the passage about stick insects.
Stick insects are a tasty snack for birds and other animals. But these bugs have a tricky way to hide. They look like sticks! This makes them hard to spot in the trees where they live. They also don't move much.
Stick insects have another neat trick. If a bird grabs one by the leg, a stick insect can still get away. It just lets its leg fall off! Amazingly, stick insects can grow back any legs they lose.",,Look at the passage. It tells you why stick insects look like sticks. Stick insects are a tasty snack for birds and other animals. But these bugs have a tricky way to hide. They look like sticks! This makes them hard to spot in the trees where they live. They also don't move much.,835,159
mt0204,r000497,r000497,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.82,AUTO: structural_absence; high-missing group and no explicit visual dependency found.,natural science,biology,4098,0.486822840409956,Use evidence to classify animals,29,1.0,grade5,Classification,Select the one animal that has all of the arachnid traits listed above.,"White-spotted octopuses have tentacles, which are also called arms. White-spotted octopuses can use their tentacles to reach between corals and grab fish. These octopuses have a soft red body with white spots. | Leaf-curling spiders spin webs with a leaf at the center. These spiders have an exoskeleton and eight legs, but no antennae.",1,"Arachnids are a group of animals with similar traits. The following traits can be used to identify arachnids:
They have eight legs.
They have an exoskeleton.
They have no antennae. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live. How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group. Arachnids have the following traits: They have eight legs. They have an exoskeleton. They have no antennae. Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits. A leaf-curling spider has the following traits: It has eight legs. It has an exoskeleton. It has no antennae. A leaf-curling spider has the traits of an arachnid. A leaf-curling spider is an arachnid. A white-spotted octopus has the following traits: It has a soft body. It has tentacles. A white-spotted octopus does not have all of the traits of an arachnid. A white-spotted octopus is a mollusk.",1782,285
mt0205,r009278,r009278,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; text choices may be sufficient, but visual support could be pedagogically relevant. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the amphibian.,snowy owl | helmeted iguana | brown pelican | arroyo toad,3,,Amphibians have moist skin and begin their lives in water.,"An arroyo toad is an amphibian. It has moist skin and begins its life in water. Toads do not have teeth! They swallow their food whole. A snowy owl is a bird. It has feathers, two wings, and a beak. Snowy owls live in cold places. Even their feet have feathers to keep warm! A brown pelican is a bird. It has feathers, two wings, and a beak. Brown pelicans live near water. They can dive underwater to catch fish. A helmeted iguana is a reptile. It has scaly, waterproof skin. Iguanas are a type of lizard. Iguanas eat plants and fruit.",683,123
mt0206,r020651,r020651,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,writing-strategies,1650,0.9157575757575758,Classify logical fallacies,373,1.0,grade10,Developing and supporting arguments,"Which logical fallacy is used in the text? Leon must not have enjoyed the casserole, or he would have asked for a second serving.",bandwagon fallacy: the assumption that the popular choice is automatically correct | appeal to nature: the assumption that natural things are always good | false dichotomy: an argument that presents only two choices when more options exist,2,,"A strong argument uses valid reasoning and logic in support of a claim. When an argument or claim introduces irrelevant information or misrepresents the issues at hand, it may be committing a logical fallacy. Logical fallacies can hurt a writer's credibility and can lead readers to draw false conclusions. A logical fallacy may present irrelevant information: Fallacy | Description ad hominem | an attack against the person making the argument, rather than the argument itself appeal to nature | an argument that assumes the natural choice is always the best choice bandwagon fallacy | an argument that assumes the popular choice is always the best choice circular reasoning | an argument that su...","The text argues that if Leon enjoyed the casserole, then he would have eaten more. However, Leon could have enjoyed the casserole without wanting a second serving. This illustrates a type of logical fallacy known as a false dichotomy.",2017,324
mt0207,r009860,r009860,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,social science,world-history,65,0.1846153846153846,Science and technology in early China,3,1.0,grade7,Early China,Which of the following is an example of technologies?,a loom to weave fabric | a hurricane that damages homes,0,"People in early China invented many new types of technologies. Today, the word ""technology"" often refers to electronic objects such as computers and cell phones. But technology can be any device or object that helps people solve problems or complete tasks more easily.",,,383,62
mt0208,r000520,r000520,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",social science,world-history,65,0.1846153846153846,Origins of Judaism,1,1.0,grade6,World religions,Judaism (JU-dee-izm) is a religion that has existed for thousands of years. What are people who practice Judaism called?,Jains | Christians | Jews | Hindus,2,,,"Today, people who practice Judaism, or actively follow its teachings and traditions, are called Jews. But there are also many Jews who don't take part in religious practices. These people may still think of themselves as Jews because of their ancestry, or family history. Early in Jewish history, ancestors of the first Jews were known as Hebrews and then Israelites.",532,83
mt0209,r013954,r013954,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",natural science,units-and-measurement,870,1.0,Choose units of time,97,1.0,grade3,Units and measurement,How long does it take to peel a banana?,13 seconds | 13 hours,0,Select the better estimate.,"Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means. Imagine being told that the bus leaves in 7. You might be thinking, 7 what? Does the bus leave in 7 minutes? 7 seconds? The number 7 on its own does not give you much information about when the bus is leaving. That is because the units are missing. Time is usually measured in units of seconds, minutes, or hours. It takes about 1 second to sneeze and 1 minute to get dressed in the morning. It takes about 1 hour to bake a pie in the oven. There are 60 seconds in 1 minute. So, 1 second is much less than 1 minute. There are 60 minutes in 1 hour. So, 1 minute is much l...",The better estimate for how long it takes to peel a banana is 13 seconds. 13 hours is too slow.,904,180
mt0210,r007163,r007163,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,reference-skills,724,1.0,Use guide words,697,1.0,grade4,Reference skills,Would you find the word shoulder on a dictionary page with the following guide words? somehow - spill,no | yes,0,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order. To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on. If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order. Since shoulder is not between the guide words somehow - spill, it would not be found on that page.",809,149
mt0211,r015376,r015376,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; text choices may be sufficient, but visual support could be pedagogically relevant. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the amphibian.,koala | helmeted iguana | alpine newt | red crowned crane,2,,Amphibians have moist skin and begin their lives in water.,"An alpine newt is an amphibian. It has moist skin and begins its life in water. Some newts live in water. Other newts live on land but lay their eggs in water. A helmeted iguana is a reptile. It has scaly, waterproof skin. Iguanas are a type of lizard. Iguanas eat plants and fruit. A koala is a mammal. It has fur and feeds its young milk. Koalas sleep for up to 20 hours a day! A red crowned crane is a bird. It has feathers, two wings, and a beak. Cranes wade in shallow water to look for food. Cranes eat insects, worms, and plants.",683,127
mt0212,r009627,r009627,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; text choices may be sufficient, but visual support could be pedagogically relevant. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the bird.,manta ray | emerald hummingbird | grass frog | green iguana,1,,"Birds have feathers, two wings, and a beak.","A green iguana is a reptile. It has scaly, waterproof skin. Iguanas are a type of lizard. Iguanas eat plants and fruit. An emerald hummingbird is a bird. It has feathers, two wings, and a beak. Hummingbirds can fly backwards and upside-down! A manta ray is a fish. It lives underwater. It has fins, not limbs. Rays have a different shape than many other fish. Rays are large and flat. They have wide, triangle-shaped fins that help them swim long distances. A grass frog is an amphibian. It has moist skin and begins its life in water. Frogs live near water or in damp places. Most frogs lay their eggs in water.",741,131
mt0213,r016385,r016385,validation,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,social science,geography,2956,0.0040595399188092,Identify state capitals of the Midwest,297,0.0,grade4,State capitals,What is the capital of North Dakota?,Bismarck | Springfield | Jefferson City | Frankfort,0,,,Bismarck is the capital of North Dakota.,138,19
mt0214,r003560,r003560,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.82,AUTO: structural_absence; high-missing group and no explicit visual dependency found.,natural science,biology,4098,0.486822840409956,Identify plants and animals,88,1.0,grade3,Classification,Select the animal.,Apple trees can grow fruit. | Vultures eat mammals and birds. | Dandelions can grow small yellow flowers. | Pine trees have green leaves.,1,,"Plants and animals are living things. Living things are called organisms. Plants come in many shapes and sizes. Most plants grow in the ground. They might grow leaves, flowers, and fruit. Plants cannot move around on their own like animals can. Animals also come in many shapes and sizes. Most animals can move around. Animals might run, swim, jump, or fly. Animals eat plants or other organisms for food.","An apple tree is a plant. It can grow fruit. People have been growing apples for thousands of years. There are more than 7,500 types of apples! A vulture is an animal. It eats mammals and birds. Vultures usually do not hunt live animals. They eat animals that are already dead! This behavior is called scavenging. A pine tree is a plant. It has green leaves. Pine tree seeds grow in cones. Trees that grow cones are called conifers. A dandelion is a plant. It can grow small yellow flowers. Dandelion seeds can be blown long distances by the wind.",1118,193
mt0215,r016222,r016222,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,figurative-language,1260,1.0,Recall the source of an allusion,337,1.0,grade9,Literary devices,What is the source of the allusion in the sentence below? Emma was known among her coworkers for her spartan ways.,the Bible | Greek history,1,,"An allusion is a brief mention of something or someone well known, often from mythology, history, or literature. An allusion lets you reference ideas from an entire story in just a few words. ""I'd better get home before I turn into a pumpkin!"" Lila remarked. Here, Lila alludes to the fairy tale ""Cinderella,"" in which Cinderella must leave the ball before the coach that brought her transforms into a pumpkin. The allusion shows that Lila must depart immediately.","The source of the allusion spartan is Greek history. Soldiers from the city of Sparta in ancient Greece were known for their self-restraint, self-discipline, and indifference to luxury. The allusion spartan means simple and austere.",844,138
mt0216,r013029,r013029,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; text choices may be sufficient, but visual support could be pedagogically relevant. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the amphibian.,green chameleon | hammerhead shark | western toad | Banggai cardinalfish,2,,Amphibians have moist skin and begin their lives in water.,"A hammerhead shark is a fish. It lives underwater. It has fins, not limbs. Hammerhead sharks get their names from the shape of their heads. They have a wide, flat head and a small mouth. A green chameleon is a reptile. It has scaly, waterproof skin. Chameleons eat insects. They use their long, sticky tongues to catch their prey. A western toad is an amphibian. It has moist skin and begins its life in water. Toads do not have teeth! They swallow their food whole. A Banggai cardinalfish is a fish. It lives underwater. It has fins, not limbs. Cardinalfish often live near coral reefs. They are nocturnal, which means that they are active mostly at night.",819,138
mt0217,r001719,r001719,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,writing-strategies,1650,0.9157575757575758,Identify vague pronoun references,261,1.0,grade7,Pronouns and antecedents,Which of the following contains a vague pronoun reference?,"Mrs. Herman's phone rang just as she finished brewing Amy a cup of tea. | Just as Mrs. Herman finished brewing Amy a cup of tea, her phone rang.",1,,"When writing, make sure to avoid vague pronoun references. A vague pronoun reference occurs when a pronoun could refer to more than one possible antecedent. When Lisa and Kim finally landed, she breathed a sigh of relief. The pronoun she could refer to either Lisa or Kim, so the meaning of the sentence is unclear. Vague pronoun references can be corrected in one of two ways: 1. Replace the pronoun with its correct antecedent: When Lisa and Kim finally landed, Lisa breathed a sigh of relief. 2. Rewrite the sentence: Lisa breathed a sigh of relief when she and Kim finally landed. A vague pronoun reference also occurs when they, them, their, theirs, it, or its is used without its antecedent....","The first answer choice contains a vague pronoun reference. The pronoun her could refer to Mrs. Herman's or Amy's. Just as Mrs. Herman finished brewing Amy a cup of tea, her phone rang. The second answer choice shows a possible correction for the vague pronoun reference. The text has been rewritten so that the meaning is clear. Mrs. Herman's phone rang just as she finished brewing Amy a cup of tea.",1623,283
mt0218,r001111,r001111,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,natural science,units-and-measurement,870,1.0,Choose customary units of mass,91,1.0,grade4,Units and measurement,What is the mass of a guitar?,8 tons | 8 ounces | 8 pounds,2,Select the best estimate.,"Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means. Mass is a measurement of how much matter something contains. There are many different units of mass. When you are using customary units, mass may be written with units of ounces, pounds, or tons. There are 16 ounces in 1 pound and 2,000 pounds in 1 ton. So, 1 ounce is less than 1 pound and much less than 1 ton. A slice of bread has a mass of about 1 ounce, while a can of beans has a mass of about 1 pound. A small car has a mass of about 1 ton.",The best estimate for the mass of a guitar is 8 pounds. 8 ounces is too light and 8 tons is too heavy.,768,157
mt0219,r014929,r014929,validation,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,natural science,biology,4098,0.486822840409956,Interpret food webs I,66,0.0,grade7,Ecological interactions,Which of the following organisms is the secondary consumer in this food web?,persimmon tree | black bear | beaver | swallowtail caterpillar,1,"Below is a food web from Shenandoah National Park, a forest ecosystem in Virginia.
A food web models how the matter eaten by organisms moves through an ecosystem. The arrows in a food web represent how matter moves between organisms in an ecosystem.","A food web is a model. A food web shows where organisms in an ecosystem get their food. Models can make things in nature easier to understand because models can represent complex things in a simpler way. If a food web showed every organism in an ecosystem, the food web would be hard to understand. So, each food web shows how some organisms in an ecosystem can get their food. Arrows show how matter moves. A food web has arrows that point from one organism to another. Each arrow shows the direction that matter moves when one organism eats another organism. An arrow starts from the organism that is eaten. The arrow points to the organism that is doing the eating. An organism in a food web ca...","Secondary consumers eat primary consumers, and primary consumers eat producers. So, in a food web, secondary consumers have arrows pointing to them from primary consumers. Primary consumers have arrows pointing to them from producers. The swallowtail caterpillar has an arrow pointing to it from the persimmon tree. The persimmon tree is not a primary consumer, so the swallowtail caterpillar is not a secondary consumer. The beaver has an arrow pointing to it from the silver maple. The silver maple is not a primary consumer, so the beaver is not a secondary consumer. The persimmon tree does not have any arrows pointing to it. So, the persimmon tree is not a secondary consumer. The black bear...",2392,415
mt0220,r001493,r001493,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,natural science,chemistry,1194,0.5510887772194305,Compare physical and chemical changes,447,1.0,grade3,Physical and chemical change,What do these two changes have in common? cutting a piece of rope breaking a stick in half,Both are chemical changes. | Both are caused by cooling. | Both are caused by heating. | Both are only physical changes.,3,,"Chemical changes and physical changes are two common ways matter can change. In a chemical change, the type of matter changes. The types of matter before and after a chemical change are always different. Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. When paper gets hot enough, it re­acts with oxygen in the air and burns. The paper and oxygen change into ash and smoke. In a physical change, the type of matter stays the same. The types of matter before and after a physical change are always the same. A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For...",Step 1: Think about each change. Cutting a piece of rope is a physical change. The rope is shorter after you cut it. But it is still made of the same type of matter as the uncut rope. Breaking a stick in half is a physical change. The stick gets broken into two pieces. But the pieces are still made of the same type of matter as the original stick. Step 2: Look at each answer choice. Both are only physical changes. Both changes are physical changes. No new matter is created. Both are chemical changes. Both changes are physical changes. They are not chemical changes. Both are caused by heating. Neither change is caused by heating. Both are caused by cooling. Neither change is caused by cool...,1982,357
mt0221,r002870,r002870,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; text choices may be sufficient, but visual support could be pedagogically relevant. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the fish.,spotted dolphin | western toad | Hermann's tortoise | whale shark,3,,"Fish live underwater. They have fins, not limbs.","A western toad is an amphibian. It has moist skin and begins its life in water. Toads do not have teeth! They swallow their food whole. A whale shark is a fish. It lives underwater. It has fins, not limbs. Whale sharks are the largest fish in the world! Adult whale sharks can weigh over 21 tons—as much as seven elephants! A spotted dolphin is a mammal. It has hair and feeds its young milk. Dolphins may look like sharks or other fish, but they are mammals! When a baby dolphin is born, it has hair around its jaw. This hair falls out as the dolphin grows. A Hermann's tortoise is a reptile. It has scaly, waterproof skin. A tortoise's shell protects it from predators. When a tortoise feels thr...",893,159
mt0222,r020206,r020206,test,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,natural science,physics,3215,0.3150855365474339,Compare magnitudes of magnetic forces,399,0.0,grade8,"Velocity, acceleration, and forces",Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,The magnitude of the magnetic force is the same in both pairs. | The magnitude of the magnetic force is greater in Pair 1. | The magnitude of the magnetic force is greater in Pair 2.,1,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different sizes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces. The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other. You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is greater when the magnets are larger.","The magnets in Pair 2 attract. The magnets in Pair 1 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force. Magnet sizes affect the magnitude of the magnetic force. Imagine magnets that are the same shape and made of the same material. The larger the magnets, the greater the magnitude of the magnetic force between them. Magnet A is the same size in both pairs. But Magnet B is larger in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is greater in Pair 1 than in Pair 2.",1638,290
mt0223,r010933,r010933,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",social science,economics,682,0.563049853372434,Costs and benefits,197,1.0,grade4,Basic economic principles,Suppose Destiny decides to watch the action movie. Which result would be a cost?,Destiny will give up the chance to watch the movie that she is more excited about. | Destiny will get to watch a movie with her sister.,0,Destiny is deciding whether to watch a comedy or an action movie. She would prefer to watch a comedy. But she also wants to watch a movie with her sister. Destiny's sister will only watch an action movie.,"Before you decide to do something, it is often helpful to list costs and benefits. Costs are what you give up or spend when you decide to do something. Costs involve giving up things that you want or need. Benefits are what you gain or save when you decide to do something. Benefits involve gaining something that you want or need.",This result is a cost. It involves giving up or spending something that Destiny wants or needs: Destiny will give up the chance to watch the movie that she is more excited about.,937,172
mt0224,r007457,r007457,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,social science,us-history,510,0.0843137254901961,John Deere,1,1.0,grade2,Historical figures,Complete the sentence. John Deere was a famous ().,inventor | pilot | astronaut | writer,0,,,John Deere was a famous American inventor. An inventor is someone who comes up with items or ideas that have never been made before. John Deere was born in 1804.,259,43
mt0225,r002838,r002838,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; text choices may be sufficient, but visual support could be pedagogically relevant. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the mammal.,Nile crocodile | cobra | green frog | humpback whale,3,,Mammals have hair or fur and feed their young milk.,"A Nile crocodile is a reptile. It has scaly, waterproof skin. Crocodiles hunt their prey in or near water. A green frog is an amphibian. It has moist skin and begins its life in water. Frogs live near water or in damp places. Most frogs lay their eggs in water. A cobra is a reptile. It has scaly, waterproof skin. Most cobras have a wide, flat hood below their head. A cobra can display its hood to scare away a predator. A humpback whale is a mammal. It has hair and feeds its young milk. Whales are mammals that live in the ocean. Humpback whales have small hairs that grow from bumps around their mouth.",739,135
mt0226,r013822,r013822,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,phonological-awareness,97,1.0,Which word does not rhyme?,97,1.0,grade2,Rhyming,Which word does not rhyme?,feed | keep | seed,1,,"Rhyming words are words that end with the same sound. The words tip and slip rhyme. They both end with the same sound. The words meet and treat also rhyme. They both end with the same sound, even though the sound has two different spellings. The words tip and meet don't rhyme. They end with different sounds.",The words feed and seed rhyme. They both end with the eed sound. The word keep does not rhyme. It ends with a different sound.,489,90
mt0227,r000145,r000145,train,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,language science,reading-comprehension,84,0.4523809523809523,Read and understand informational passages,20,0.0,grade2,Independent reading comprehension,What did the scientists discover?,a sea turtle that can fly | a sea turtle with a glowing shell,1,"Read the passage about a new discovery.
A few scientists were looking for sharks when they saw something surprising. They found a sea turtle that glowed! The turtle's shell was bright red and green. This was a new discovery. Scientists had never seen a sea turtle with a glowing shell before.
Scientists want to know why these turtles have a shell that glows. Sadly, there are not many of these turtles left in the world. So, it is hard to learn about them.",,Look at the passage. It tells you what the scientists discovered. A few scientists were looking for sharks when they saw something surprising. They found a sea turtle that glowed! The turtle's shell was bright red and green. This was a new discovery. Scientists had never seen a sea turtle with a glowing shell before.,878,156
mt0228,r015316,r015316,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,writing-strategies,1650,0.9157575757575758,Identify vague pronoun references,261,1.0,grade7,Pronouns and antecedents,Which of the following contains a vague pronoun reference?,"After Mr. Vance finished performing with Mr. Patton, Mary went up and thanked him. | Mary went up and thanked Mr. Vance after he finished performing with Mr. Patton.",0,,"When writing, make sure to avoid vague pronoun references. A vague pronoun reference occurs when a pronoun could refer to more than one possible antecedent. When Lisa and Kim finally landed, she breathed a sigh of relief. The pronoun she could refer to either Lisa or Kim, so the meaning of the sentence is unclear. Vague pronoun references can be corrected in one of two ways: 1. Replace the pronoun with its correct antecedent: When Lisa and Kim finally landed, Lisa breathed a sigh of relief. 2. Rewrite the sentence: Lisa breathed a sigh of relief when she and Kim finally landed. A vague pronoun reference also occurs when they, them, their, theirs, it, or its is used without its antecedent....","The first answer choice contains a vague pronoun reference. The pronoun him could refer to Mr. Vance or Mr. Patton. After Mr. Vance finished performing with Mr. Patton, Mary went up and thanked him. The second answer choice shows a possible correction for the vague pronoun reference. The text has been rewritten so that the meaning is clear. Mary went up and thanked Mr. Vance after he finished performing with Mr. Patton.",1666,284
mt0229,r006020,r006020,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; no explicit visual dependency, but missing-type cannot be decided confidently from text alone. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,Identify ecosystems,15,1.0,grade4,Ecosystems,Select the wetland ecosystem.,"This ecosystem has:
daily flooding and draining of seawater
water that is rich in nutrients
many different types of organisms | This ecosystem has:
land that is covered with water during most of the year
soil that is rich in nutrients
other water ecosystems nearby",1,,"An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment. There are many different types of ecosystems. Here are some ways in which these ecosystems can differ from each other: the pattern of weather, or climate the type of soil or water the organisms that live there","A wetland is a type of ecosystem. It has land that is covered with water during most of the year, soil that is rich in nutrients, and other water ecosystems nearby. Choice 1 is a wetland ecosystem. It is covered with water for most of the year. Wetlands also have soil that is rich in nutrients. Choice 2 is a tide pool ecosystem. Several times each day, it floods with seawater. Then the water drains back into the ocean.",1148,193
mt0230,r008474,r008474,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,reference-skills,724,1.0,Use guide words,697,1.0,grade4,Reference skills,Would you find the word admire on a dictionary page with the following guide words? actually - afraid,yes | no,0,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order. To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on. If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order. Since admire is between the guide words actually - afraid, it would be found on that page.",801,147
