dataset,sample_id,original_id,split,question,choices,answer,text_context,image_ref,has_image,subject,topic,skill,evidence_type,modality_case,answer_format,source_task
scienceqa,r011304,r011304,train,Select the organism in the same genus as the red-eyed tree frog.,Agalychnis callidryas | Hyla cinerea | Bufo bufo,0,"hint: This organism is a red-eyed tree frog. Its scientific name is Agalychnis callidryas.
lecture: Scientists use scientific names to identify organisms. Scientific names are made of two words.
The first word in an organism's scientific name tells you the organism's genus. A genus is a group of organisms that share many traits.
A genus is made up of one or more species. A species is a group of very similar organisms. The second word in an organism's scientific name tells you its species within its genus.
Together, the two parts of an organism's scientific name identify its species. For example Ursus maritimus and Ursus americanus are two species of bears. They are part of the same genus, Ursus. But they are different species within the genus. Ursus maritimus has the species name maritimus. Ursus americanus has the species name americanus.
Both bears have small round ears and sharp claws. But Ursus maritimus has white fur and Ursus americanus has black fur.
solution: A red-eyed tree frog's scientific name is Agalychnis callidryas. The first word of its scientific name is Agalychnis.
Hyla cinerea is in the genus Hyla. The first word of its scientific name is Hyla. So, Hyla cinerea and Agalychnis callidryas are not in the same genus.
Bufo bufo is in the genus Bufo. The first word of its scientific name is Bufo. So, Bufo bufo and Agalychnis callidryas are not in the same genus.
This organism and the red-eyed tree frog are in the same genus and the same species! Both organisms have the same scientific name, Agalychnis callidryas.","{""bytes"": ""<bytes:57160>"", ""path"": ""image.png""}",1,natural science,biology,Use scientific names to classify organisms,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r006236,r006236,train,What is the capital of Texas?,Houston | Austin | Baton Rouge | Frankfort,1,solution: Austin is the capital of Texas.,"{""bytes"": ""<bytes:65681>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the Southeast,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r016432,r016432,validation,"Based on this information, what is this plant's phenotype for the ground spot color trait?",a yellow ground spot | a white ground spot,1,"hint: This passage describes the ground spot color trait in watermelon plants:

In a group of watermelon plants, some individuals have a yellow ground spot and others have a white ground spot. In this group, the gene for the ground spot color trait has two alleles. The allele for a yellow ground spot (G) is dominant over the allele for a white ground spot (g).
A certain watermelon plant from this group has the homozygous genotype gg for the ground spot color gene.
lecture: All organisms have pieces of hereditary material called genes, which are passed from parents to offspring. Genes contain instructions for building the parts of an organism. An organism's genes affect its observable traits, including its appearance, its behavior, and which diseases it may have. Genes may have different alleles, or forms, that can cause different versions of a trait.
For example, flower color is a trait in pea plants. The gene for this trait has two possible alleles. Each allele is represented by an uppercase or lowercase letter. The allele F is for purple flowers, and the allele f is for white flowers. Each pea plant has two alleles for the flower color gene—one allele inherited from each parent.
An organism's genotype for a gene is its combination of alleles for that gene. So, a pea plant may have a genotype of FF, Ff, or ff for the flower color gene.
An organism's phenotype for a trait is its observable version of that trait, which depends on the organism's combination of alleles. A pea plant may have a phenotype of purple flowers or white flowers for the flower color trait.
Some traits, like flower color in pea plants, are controlled by a single gene. Most plants and animals have a genotype made up of two alleles for these traits. These two alleles determine whether an organism is homozygous or heterozygous for the gene.
An organism with two identical alleles for a gene is homozygous for that gene. A pea plant with the genotype FF or ff is homozygous for the flower color gene.
An organism with two different alleles for a gene is heterozygous for that gene. A pea plant with the genotype Ff is heterozygous for the flower color gene.
The types of alleles in an organism's genotype determine the organism's phenotype. Some alleles have types called dominant and recessive. These two types can cause different versions of a trait to appear as the organism's phenotype.
A dominant allele causes its version of the trait to appear even when the organism also has a recessive allele for the gene. In pea plants, the F allele, which causes purple flowers, is dominant over the f allele. A pea plant with at least one F allele will have the F allele's version of the flower color trait. So, a plant with the genotype FF or Ff will have purple flowers.
A recessive allele causes its version of the trait to appear only when the organism does not have any dominant alleles for the gene. In pea plants, the f allele, which causes white flowers, is recessive to the F allele. A pea plant with only f alleles will have the f allele's version of the flower color trait. So, a plant with the genotype ff will have white flowers.
solution: The watermelon plant's genotype for the ground spot color gene is gg. The watermelon plant's genotype of gg has only g alleles. The g allele is for a white ground spot. So, the watermelon plant's phenotype for the ground spot color trait must be a white ground spot.
To check this answer, consider whether the watermelon plant's alleles are dominant or recessive. The allele for a yellow ground spot (G) is dominant over the allele for a white ground spot (g). This means G is a dominant allele, and g is a recessive allele.
The watermelon plant's genotype of gg has only recessive alleles. An organism with only recessive alleles for a gene will have the recessive allele's version of the trait. So, the watermelon plant's phenotype for the ground spot color trait must be a white ground spot.",,0,natural science,biology,Genetics vocabulary: dominant and recessive,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r009442,r009442,train,"Complete the sentence so that it uses personification.
""You might think you'll always be young,"" Mrs. Blake counseled, ""but time ()"".",affects everyone | creeps up on you,1,"lecture: Personification is giving human characteristics to nonhuman things. It is a figure of speech that can be used to make writing more interesting or to emphasize a point.
The trees danced in the wind.
The word danced describes the trees as if they were people. Unlike people, however, trees can't actually dance. Instead, the personification suggests that the trees are moving.
solution: Complete the sentence with the phrase creeps up on you. It describes time as if it were a sneaky person.",,0,language science,writing-strategies,Use personification,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r013313,r013313,validation,What is the capital of Washington?,Spokane | Salem | Seattle | Olympia,3,solution: Olympia is the capital of Washington.,"{""bytes"": ""<bytes:65585>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the West,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r017188,r017188,test,Which correctly shows the title of a newspaper?,The Fresno Bee | the fresno Bee,0,"lecture: In a title, capitalize the first word, the last word, and every important word in between.
The Wind in the Willows James and the Giant Peach
These words are not important in titles:
Articles, a, an, the
Short prepositions, such as at, by, for, in, of, on, to, up
Coordinating conjunctions, such as and, but, or
solution: Capitalize the first word, the last word, and every important word in between.
The correct title is The Fresno Bee.",,0,language science,capitalization,Capitalizing titles,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r002271,r002271,train,What information supports the conclusion that Ling acquired this trait?,Ling's scar was caused by an accident. She cut her arm when she fell off her bicycle. | Ling's sister has a bruise from falling on her elbow. | Ling's scar is on her right elbow. Her father also has a scar on his right elbow.,0,"hint: Read the description of a trait.
Ling has a scar on her right elbow.
lecture: Organisms, including people, have both inherited and acquired traits. Inherited and acquired traits are gained in different ways.
Inherited traits are passed down from biological parents to their offspring through genes. Genes are pieces of hereditary material that contain the instructions that affect inherited traits. Offspring receive their genes, and therefore gain their inherited traits, from their biological parents. Inherited traits do not need to be learned.
Acquired traits are gained during a person's life. Some acquired traits, such as riding a bicycle, are gained by learning. Other acquired traits, such as scars, are caused by the environment. Parents do not pass acquired traits down to their offspring.",,0,natural science,biology,Inherited and acquired traits: use evidence to support a statement,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r019967,r019967,test,What is the capital of Nevada?,Baltimore | Helena | Carson City | Baton Rouge,2,solution: Carson City is the capital of Nevada.,"{""bytes"": ""<bytes:65720>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the West,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r010624,r010624,train,What is the capital of Oklahoma?,Tulsa | Oklahoma City | Frankfort | Tallahassee,1,solution: Oklahoma City is the capital of Oklahoma.,"{""bytes"": ""<bytes:65562>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the Southeast,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r014929,r014929,validation,Which of the following organisms is the secondary consumer in this food web?,persimmon tree | black bear | beaver | swallowtail caterpillar,1,"hint: Below is a food web from Shenandoah National Park, a forest ecosystem in Virginia.
A food web models how the matter eaten by organisms moves through an ecosystem. The arrows in a food web represent how matter moves between organisms in an ecosystem.
lecture: A food web is a model.
A food web shows where organisms in an ecosystem get their food. Models can make things in nature easier to understand because models can represent complex things in a simpler way. If a food web showed every organism in an ecosystem, the food web would be hard to understand. So, each food web shows how some organisms in an ecosystem can get their food.
Arrows show how matter moves.
A food web has arrows that point from one organism to another. Each arrow shows the direction that matter moves when one organism eats another organism. An arrow starts from the organism that is eaten. The arrow points to the organism that is doing the eating.
An organism in a food web can have more than one arrow pointing from it. This shows that the organism is eaten by more than one other organism in the food web.
An organism in a food web can also have more than one arrow pointing to it. This shows that the organism eats more than one other organism in the food web.
solution: Secondary consumers eat primary consumers, and primary consumers eat producers. So, in a food web, secondary consumers have arrows pointing to them from primary consumers. Primary consumers have arrows pointing to them from producers.
The swallowtail caterpillar has an arrow pointing to it from the persimmon tree. The persimmon tree is not a primary consumer, so the swallowtail caterpillar is not a secondary consumer.
The beaver has an arrow pointing to it from the silver maple. The silver maple is not a primary consumer, so the beaver is not a secondary consumer.
The persimmon tree does not have any arrows pointing to it. So, the persimmon tree is not a secondary consumer.
The black bear has arrows pointing to it from the swallowtail caterpillar and the beaver. The swallowtail caterpillar and the beaver are primary consumers, so the black bear is a secondary consumer.
The bobcat has an arrow pointing to it from the beaver. The beaver is a primary consumer, so the bobcat is a secondary consumer.","{""bytes"": ""<bytes:384949>"", ""path"": ""image.png""}",1,natural science,biology,Interpret food webs I,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r019108,r019108,test,"Is the wind through a tree a solid, a liquid, or a gas?",a solid | a gas | a liquid,1,"lecture: Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids are thicker than others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. The oxygen you breathe is a gas. The helium in a balloon is also a gas.
solution: Wind through a tree is air that is moving! Air is a gas. The air expands to fill the space around each tree branch.","{""bytes"": ""<bytes:32700>"", ""path"": ""image.png""}",1,natural science,physics,"Identify and sort solids, liquids, and gases",text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r008508,r008508,train,"In the 1970s, very few companies made and sold personal computers. Nobody knew if consumers would want to buy them. But when computers turned out to be popular with consumers, more companies started making and selling them.
What happened to the overall supply of personal computers?",The supply went down. | The supply went up.,1,"lecture: Overall supply is the total amount of a good or service that producers make and sell. There are several things that can make overall supply go up or down. The table below shows how changes to these things might affect overall supply.
 | Resources | Number of producers or suppliers | Expected change in demand
Supply goes up | when resources cost less or are easier to get | when there are more producers or suppliers | when demand is expected to go up
Supply goes down | when resources cost more or are harder to get | when there are fewer producers or suppliers | when demand is expected to go down
Producers are people or companies that make goods or provide services. Suppliers are people or companies that sell goods or services. New inventions or technologies can also help workers produce goods and services more quickly. As a result of these changes, the supply of a good or service will often go up.
solution: Some of the first computer companies became successful quickly. Other companies saw that a lot of people wanted to buy personal computers. So more companies started selling them. The number of producers went up. So, the supply of personal computers went up.",,0,social science,economics,Understand overall supply and demand,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r015202,r015202,validation,"Complete the sentence so that it uses personification.
The washing machine () when Wyatt ran an oversized load of laundry.",complained | broke,0,"lecture: Personification is giving human characteristics to nonhuman things. It is a figure of speech that can be used to make writing more interesting or to emphasize a point.
The trees danced in the wind.
The word danced describes the trees as if they were people. Unlike people, however, trees can't actually dance. Instead, the personification suggests that the trees are moving.
solution: Complete the sentence with the word complained. It describes the washing machine as if it were a grumpy, overworked person.",,0,language science,writing-strategies,Use personification,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r016895,r016895,validation,Does this passage describe the weather or the climate?,climate | weather,0,"hint: Figure: Smethport, Pennsylvania.
Northwest Pennsylvania normally receives between two and five inches of precipitation each month of the year.
Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.
lecture: The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.
solution: Read the passage carefully.
Northwest Pennsylvania normally receives between two and five inches of precipitation each month of the year.
This passage tells you about the usual pattern of precipitation in Smethport. This passage does not describe what the weather is like on a particular day. So, this passage describes the climate.","{""bytes"": ""<bytes:40870>"", ""path"": ""image.png""}",1,natural science,earth-science,Weather and climate around the world,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r014532,r014532,validation,Does Nembrotha megalocera have cells that have a nucleus?,no | yes,1,"hint: This organism is Nembrotha megalocera. It is a member of the animal kingdom.
Nembrotha megalocera is commonly called a nudibranch. Like other nudibranchs, N. megalocera has a soft underside that is made up of a muscular foot. N. megalocera has a blue foot.
lecture: In the past, scientists classified living organisms into two groups: plants and animals. Over the past 300 years, scientists have discovered many more types of organisms. Today, many scientists classify organisms into six broad groups, called kingdoms.
Organisms in each kingdom have specific traits. The table below shows some traits used to describe each kingdom.
 | Bacteria | Archaea | Protists | Fungi | Animals | Plants
How many cells do they have? | one | one | one or many | one or many | many | many
Do their cells have a nucleus? | no | no | yes | yes | yes | yes
Can their cells make food? | some species can | some species can | some species can | no | no | yes
solution: Nembrotha megalocera is an animal. Animal cells have a nucleus.","{""bytes"": ""<bytes:76080>"", ""path"": ""image.png""}",1,natural science,biology,"Describe, classify, and compare kingdoms",text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r016829,r016829,validation,What is the capital of Oregon?,Salem | Carson City | Portland | Santa Fe,0,solution: Salem is the capital of Oregon.,"{""bytes"": ""<bytes:65631>"", ""path"": ""image.png""}",1,social science,geography,Identify the 50 state capitals,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r019985,r019985,test,"Is this a run-on sentence?
White chocolate does not contain cocoa solids, it contains milk solids, cocoa butter, sugar, and flavorings such as vanilla.",no | yes,1,"lecture: A sentence is a group of words that expresses a complete thought.
The band I'm in has been rehearsing daily because we have a concert in two weeks.
A run-on sentence is formed when two sentences are run together, joined by just a comma or by no punctuation at all. If only a comma is used, the run-on is called a comma splice.
The band I'm in has been rehearsing daily, we have a concert in two weeks.
The band I'm in has been rehearsing daily we have a concert in two weeks.
There are several ways to fix a run-on sentence:
Use stronger punctuation, such as a period or a semicolon.
The band I'm in has been rehearsing daily. We have a concert in two weeks.
The band I'm in has been rehearsing daily; we have a concert in two weeks.
Use a comma and a coordinating conjunction to create a compound sentence. Coordinating conjunctions include and, but, or, and so.
The band I'm in has been rehearsing daily, and we have a concert in two weeks.
Use a subordinating conjunction or a relative pronoun to create a complex sentence. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, and whose.
The band I'm in has been rehearsing daily since we have a concert in two weeks.
solution: This is a run-on sentence. It is a comma splice formed from two sentences run together, joined by just a comma.
White chocolate does not contain cocoa solids, it contains milk solids, cocoa butter, sugar, and flavorings such as vanilla.
Here is one way to fix the run-on sentence:
White chocolate does not contain cocoa solids. Instead, it contains milk solids, cocoa butter, sugar, and flavorings such as vanilla.",,0,language science,writing-strategies,Identify run-on sentences,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r007478,r007478,train,Does this passage describe the weather or the climate?,climate | weather,1,"hint: Figure: Nassau.
Nassau, a city in the Bahamas, has many tourists each winter. On Tuesday, it was too humid for some tourists.
Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.
lecture: The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.
solution: Read the passage carefully.
Nassau, a city in the Bahamas, has many tourists each winter. On Tuesday, it was too humid for some tourists.
The underlined part of the passage tells you about the humidity in Nassau on Tuesday. This passage describes the atmosphere at a certain place and time. So, this passage describes the weather.","{""bytes"": ""<bytes:64541>"", ""path"": ""image.png""}",1,natural science,earth-science,Weather and climate around the world,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r012472,r012472,train,What is the capital of Pennsylvania?,Pittsburgh | Harrisburg | Hartford | Nashville,1,solution: Harrisburg is the capital of Pennsylvania.,"{""bytes"": ""<bytes:65583>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the Northeast,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r006779,r006779,train,"Is the following trait inherited or acquired?
Larry has naturally blond hair.",acquired | inherited,1,"lecture: Organisms, including people, have both inherited and acquired traits. Inherited and acquired traits are gained in different ways.
Inherited traits are passed down through families. Children gain these traits from their parents. Inherited traits do not need to be learned.
Acquired traits are gained during a person's life. Some acquired traits, such as riding a bicycle, are gained by learning. Other acquired traits, such as scars, are caused by the environment. Children do not inherit their parents' acquired traits.
solution: Humans do not choose their natural hair color. Some people dye their hair. But this does not change their natural hair color.
Children get their natural hair color from their parents. So, Larry's hair color is an inherited trait.",,0,natural science,biology,Identify inherited and acquired traits,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r020980,r020980,test,What is the capital of Nevada?,Reno | Carson City | Olympia | Austin,1,solution: Carson City is the capital of Nevada.,"{""bytes"": ""<bytes:65572>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the West,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r011006,r011006,train,"What does the metaphor in this text suggest?
Jennifer felt a roller coaster of emotions when she heard the news.",Jennifer found the news scary. | Jennifer had varied feelings.,1,"lecture: Figures of speech are words or phrases that use language in a nonliteral or unusual way. They can make writing more expressive.
A metaphor compares two things that are not actually alike without using like or as.
The snow formed a blanket over the town.
solution: The text uses a metaphor, comparing two things that are not actually alike without using like or as.
The metaphor Jennifer felt a roller coaster of emotions suggests that Jennifer had varied feelings. A roller coaster has a dramatic mix of ups and downs, and so do Jennifer's feelings.",,0,language science,figurative-language,Interpret figures of speech,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r012829,r012829,validation,Select the vertebrate.,pipevine swallowtail butterfly | ladybug | great blue heron | crown jellyfish,2,"hint: Hint: Mammals, birds, fish, reptiles, and amphibians are vertebrates.
lecture: Vertebrates and invertebrates are both groups of animals.
A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange.
An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.
solution: A ladybug is an insect. Like other insects, a ladybug is an invertebrate. It does not have a backbone. It has an exoskeleton.
A great blue heron is a bird. Like other birds, a great blue heron is a vertebrate. It has a backbone.
Like other jellyfishes, a crown jellyfish is an invertebrate. It does not have a backbone. It has a soft body.
A pipevine swallowtail butterfly is an insect. Like other insects, a pipevine swallowtail butterfly is an invertebrate. It does not have a backbone. It has an exoskeleton.",,0,natural science,biology,Identify vertebrates and invertebrates,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r007571,r007571,train,What is the capital of Maine?,Augusta | Harrisburg | Portland | Providence,0,solution: Augusta is the capital of Maine.,"{""bytes"": ""<bytes:65628>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the Northeast,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r018692,r018692,test,"Is this a run-on sentence?
The honey mushroom, a fungus spreading over more than two thousand acres across eastern Oregon's Malheur National Forest, is thought to be the largest living organism on Earth.",yes | no,1,"lecture: A sentence is a group of words that expresses a complete thought.
The band I'm in has been rehearsing daily because we have a concert in two weeks.
A run-on sentence is formed when two sentences are run together, joined by just a comma or by no punctuation at all. If only a comma is used, the run-on is called a comma splice.
The band I'm in has been rehearsing daily, we have a concert in two weeks.
The band I'm in has been rehearsing daily we have a concert in two weeks.
There are several ways to fix a run-on sentence:
Use stronger punctuation, such as a period or a semicolon.
The band I'm in has been rehearsing daily. We have a concert in two weeks.
The band I'm in has been rehearsing daily; we have a concert in two weeks.
Use a comma and a coordinating conjunction to create a compound sentence. Coordinating conjunctions include and, but, or, and so.
The band I'm in has been rehearsing daily, and we have a concert in two weeks.
Use a subordinating conjunction or a relative pronoun to create a complex sentence. Subordinating conjunctions include after, although, as, because, before, if, since, unless, until, when, and while. Relative pronouns include that, which, who, whom, and whose.
The band I'm in has been rehearsing daily since we have a concert in two weeks.
solution: This is not a run-on sentence. It is not formed from two sentences that have been run together without appropriate punctuation.
The honey mushroom, a fungus spreading over more than two thousand acres across eastern Oregon's Malheur National Forest, is thought to be the largest living organism on Earth.",,0,language science,writing-strategies,Identify run-on sentences,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r017472,r017472,test,"Which word would you find on a dictionary page with the following guide words?
cheese - cover",clever | cat,0,"lecture: Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
solution: Put the words in alphabetical order.
Since clever is between the guide words cheese - cover, it would be found on that page.",,0,language science,reference-skills,Use guide words,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r019198,r019198,test,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,The strength of the magnetic force is the same in both pairs. | The magnetic force is weaker in Pair 1. | The magnetic force is weaker in Pair 2.,0,"hint: The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material.
lecture: Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart.
These pulls and pushes between magnets are called magnetic forces. The stronger the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
solution: Distance affects the strength of the magnetic force. But the distance between the magnets in Pair 1 and in Pair 2 is the same.
So, the strength of the magnetic force is the same in both pairs.","{""bytes"": ""<bytes:2925>"", ""path"": ""image.png""}",1,natural science,physics,Compare strengths of magnetic forces,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r000080,r000080,train,"In this food chain, the Mojave yucca is a producer. Why?",It eats another living thing. | It makes its own food.,1,"hint: This diagram shows a food chain from a desert ecosystem in Southern California.
lecture: Every living thing needs food to stay alive. Living things get their food in different ways. A food chain shows how living things in an ecosystem get their food.
Producers make their own food. Many producers use carbon dioxide, water, and sunlight to make sugar. This sugar is food for the producer.
Consumers eat other living things. Consumers cannot make their own food.
solution: In this food chain, the Mojave yucca is a producer because it makes its own food. The Mojave yucca uses carbon dioxide, water, and sunlight to make its own food.","{""bytes"": ""<bytes:58344>"", ""path"": ""image.png""}",1,natural science,biology,Identify roles in food chains,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r014943,r014943,validation,Which of these colonies was Middle Colonies?,Georgia | Delaware | Connecticut,1,"hint: In the following questions, you will learn about the origins of the Middle Colonies. The Middle Colonies made up the middle part of the Thirteen Colonies, which were ruled by England in the 1600s and 1700s. The map below shows the Thirteen Colonies in 1750. Look at the map. Then answer the question below.
solution: Look at the legend on the map.
The rest of the Thirteen Colonies were part of New England or the Southern Colonies.","{""bytes"": ""<bytes:45478>"", ""path"": ""image.png""}",1,social science,us-history,Middle Colonies: founding and government,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r019165,r019165,test,"Does this passage describe the weather or the climate?
Jackie lives in a town with hot summers and freezing cold winters.",weather | climate,1,"hint: Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.
lecture: The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.
solution: Read the text carefully.
Jackie lives in a town with hot summers and freezing cold winters.
This passage tells you about the usual temperatures where Jackie lives. It does not describe what the weather is like on a particular day. So, this passage describes the climate.",,0,natural science,earth-science,What's the difference between weather and climate?,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r008633,r008633,train,Which object has the most thermal energy?,a metal paper clip at a temperature of 81°F | a metal paper clip at a temperature of 89°F | a metal paper clip at a temperature of 90°F,2,"hint: The objects are identical except for their temperatures.
lecture: All solids, liquids, and gases are made of matter. Matter is made up of tiny particles that are always moving. The energy from the motion of these particles is called thermal energy.
Temperature measures how hot or cold matter is. If the particles in matter move faster, the temperature goes up. The matter now has both more thermal energy and a higher temperature.
solution: All three metal paper clips have the same mass but different temperatures. Since the 90°F paper clip is the hottest, it has the most thermal energy.",,0,natural science,physics,How is temperature related to thermal energy?,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r016306,r016306,validation,What is the capital of Utah?,Carson City | Salem | Provo | Salt Lake City,3,solution: Salt Lake City is the capital of Utah.,"{""bytes"": ""<bytes:65639>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the West,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r016559,r016559,validation,Which ocean is highlighted?,the Pacific Ocean | the Southern Ocean | the Indian Ocean | the Arctic Ocean,2,"lecture: Oceans are huge bodies of salt water. The world has five oceans. All of the oceans are connected, making one world ocean.
solution: This is the Indian Ocean.","{""bytes"": ""<bytes:75140>"", ""path"": ""image.png""}",1,social science,geography,Oceans and continents,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r017522,r017522,test,"Does this passage describe the weather or the climate?
It is 65°F in Jackie's backyard.",weather | climate,0,"hint: Hint: Weather is what the atmosphere is like at a certain place and time. Climate is the pattern of weather in a certain place.
lecture: The atmosphere is the layer of air that surrounds Earth. Both weather and climate tell you about the atmosphere.
Weather is what the atmosphere is like at a certain place and time. Weather can change quickly. For example, the temperature outside your house might get higher throughout the day.
Climate is the pattern of weather in a certain place. For example, summer temperatures in New York are usually higher than winter temperatures.
solution: Read the text carefully.
It is 65°F in Jackie's backyard.
This passage tells you about the temperature in Jackie's backyard right now. It describes the atmosphere at a certain place and time. So, this passage describes the weather.",,0,natural science,earth-science,What's the difference between weather and climate?,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r019344,r019344,test,Select the savanna grassland ecosystem.,"This ecosystem has:
warm summers and warm winters
a rainy season and a dry season
soil that is poor in nutrients | This ecosystem has:
year-round rain and warm temperatures
soil that is poor in nutrients
many different types of organisms | This ecosystem has:
long, cold winters and short, cool summers
many evergreen trees
soil that is poor in nutrients",0,"lecture: An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment.
There are many different types of terrestrial, or land-based, ecosystems. Here are some ways in which terrestrial ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil
the organisms that live there
solution: A savanna grassland is a type of ecosystem. It has warm summers and warm winters, a rainy season and a dry season, and soil that is poor in nutrients.
Choice 1 is a savanna grassland ecosystem. It is covered in grasses and has a dry season and a wet season.
Choice 2 is a taiga ecosystem. It has many evergreen trees. It also has long, cold winters and short, cool summers.
Choice 3 is a tropical rain forest ecosystem. It has year-round rain and soil that is poor in nutrients.",,0,natural science,biology,Identify ecosystems,text_only,question_without_image,multiple_choice,educational_science_qa
