model,sample_id,image_ref,rank,positive_score,top_image_refs
siglip_b16_224,ai2d_test_000009,hf://lmms-lab/ai2d-no-mask/test/000009,95,-0.010144924744963646,"[""hf://lmms-lab/ai2d-no-mask/test/000052"", ""hf://lmms-lab/ai2d-no-mask/test/000054"", ""hf://lmms-lab/ai2d-no-mask/test/000055"", ""hf://lmms-lab/ai2d-no-mask/test/000056"", ""hf://lmms-lab/ai2d-no-mask/test/000026"", ""hf://lmms-lab/ai2d-no-mask/test/000027"", ""hf://lmms-lab/ai2d-no-mask/test/000028"", ""hf://lmms-lab/ai2d-no-mask/test/000016"", ""hf://lmms-lab/ai2d-no-mask/test/000148"", ""hf://lmms-lab/ai2d-no-mask/test/000149""]"
siglip_b16_224,ai2d_test_000010,hf://lmms-lab/ai2d-no-mask/test/000010,167,-0.03802572935819626,"[""hf://lmms-lab/ai2d-no-mask/test/000029"", ""hf://lmms-lab/ai2d-no-mask/test/000098"", ""hf://lmms-lab/ai2d-no-mask/test/000156"", ""hf://lmms-lab/ai2d-no-mask/test/000157"", ""hf://lmms-lab/ai2d-no-mask/test/000053"", ""hf://lmms-lab/ai2d-no-mask/test/000147"", ""hf://lmms-lab/ai2d-no-mask/test/000052"", ""hf://lmms-lab/ai2d-no-mask/test/000054"", ""hf://lmms-lab/ai2d-no-mask/test/000055"", ""hf://lmms-lab/ai2d-no-mask/test/000056""]"
siglip_b16_224,ai2d_test_000011,hf://lmms-lab/ai2d-no-mask/test/000011,108,-0.052775975316762924,"[""hf://lmms-lab/ai2d-no-mask/test/000033"", ""hf://lmms-lab/ai2d-no-mask/test/000036"", ""hf://lmms-lab/ai2d-no-mask/test/000129"", ""hf://lmms-lab/ai2d-no-mask/test/000130"", ""hf://lmms-lab/ai2d-no-mask/test/000131"", ""hf://lmms-lab/ai2d-no-mask/test/000132"", ""hf://lmms-lab/ai2d-no-mask/test/000133"", ""hf://lmms-lab/ai2d-no-mask/test/000134"", ""hf://lmms-lab/ai2d-no-mask/test/000135"", ""hf://lmms-lab/ai2d-no-mask/test/000147""]"
siglip_b16_224,ai2d_test_000012,hf://lmms-lab/ai2d-no-mask/test/000012,114,-0.050187721848487854,"[""hf://lmms-lab/ai2d-no-mask/test/000111"", ""hf://lmms-lab/ai2d-no-mask/test/000114"", ""hf://lmms-lab/ai2d-no-mask/test/000112"", ""hf://lmms-lab/ai2d-no-mask/test/000113"", ""hf://lmms-lab/ai2d-no-mask/test/000053"", ""hf://lmms-lab/ai2d-no-mask/test/000057"", ""hf://lmms-lab/ai2d-no-mask/test/000058"", ""hf://lmms-lab/ai2d-no-mask/test/000147"", ""hf://lmms-lab/ai2d-no-mask/test/000052"", ""hf://lmms-lab/ai2d-no-mask/test/000054""]"
siglip_b16_224,ai2d_test_000013,hf://lmms-lab/ai2d-no-mask/test/000013,112,-0.031221922487020493,"[""hf://lmms-lab/ai2d-no-mask/test/000016"", ""hf://lmms-lab/ai2d-no-mask/test/000053"", ""hf://lmms-lab/ai2d-no-mask/test/000060"", ""hf://lmms-lab/ai2d-no-mask/test/000052"", ""hf://lmms-lab/ai2d-no-mask/test/000054"", ""hf://lmms-lab/ai2d-no-mask/test/000055"", ""hf://lmms-lab/ai2d-no-mask/test/000056"", ""hf://lmms-lab/ai2d-no-mask/test/000021"", ""hf://lmms-lab/ai2d-no-mask/test/000181"", ""hf://lmms-lab/ai2d-no-mask/test/000182""]"
siglip_b16_224,ai2d_test_000014,hf://lmms-lab/ai2d-no-mask/test/000014,78,-0.04004198685288429,"[""hf://lmms-lab/ai2d-no-mask/test/000181"", ""hf://lmms-lab/ai2d-no-mask/test/000182"", ""hf://lmms-lab/ai2d-no-mask/test/000026"", ""hf://lmms-lab/ai2d-no-mask/test/000027"", ""hf://lmms-lab/ai2d-no-mask/test/000028"", ""hf://lmms-lab/ai2d-no-mask/test/000148"", ""hf://lmms-lab/ai2d-no-mask/test/000149"", ""hf://lmms-lab/ai2d-no-mask/test/000150"", ""hf://lmms-lab/ai2d-no-mask/test/000147"", ""hf://lmms-lab/ai2d-no-mask/test/000052""]"
siglip_b16_224,ai2d_test_000015,hf://lmms-lab/ai2d-no-mask/test/000015,131,-0.03760466352105141,"[""hf://lmms-lab/ai2d-no-mask/test/000052"", ""hf://lmms-lab/ai2d-no-mask/test/000054"", ""hf://lmms-lab/ai2d-no-mask/test/000055"", ""hf://lmms-lab/ai2d-no-mask/test/000056"", ""hf://lmms-lab/ai2d-no-mask/test/000026"", ""hf://lmms-lab/ai2d-no-mask/test/000027"", ""hf://lmms-lab/ai2d-no-mask/test/000028"", ""hf://lmms-lab/ai2d-no-mask/test/000053"", ""hf://lmms-lab/ai2d-no-mask/test/000057"", ""hf://lmms-lab/ai2d-no-mask/test/000058""]"
siglip_b16_224,ai2d_test_000016,hf://lmms-lab/ai2d-no-mask/test/000016,15,0.020450329408049583,"[""hf://lmms-lab/ai2d-no-mask/test/000181"", ""hf://lmms-lab/ai2d-no-mask/test/000182"", ""hf://lmms-lab/ai2d-no-mask/test/000053"", ""hf://lmms-lab/ai2d-no-mask/test/000052"", ""hf://lmms-lab/ai2d-no-mask/test/000054"", ""hf://lmms-lab/ai2d-no-mask/test/000055"", ""hf://lmms-lab/ai2d-no-mask/test/000056"", ""hf://lmms-lab/ai2d-no-mask/test/000026"", ""hf://lmms-lab/ai2d-no-mask/test/000027"", ""hf://lmms-lab/ai2d-no-mask/test/000028""]"
siglip_b16_224,ai2d_test_000017,hf://lmms-lab/ai2d-no-mask/test/000017,4,0.08510538190603256,"[""hf://lmms-lab/ai2d-no-mask/test/000032"", ""hf://lmms-lab/ai2d-no-mask/test/000019"", ""hf://lmms-lab/ai2d-no-mask/test/000020"", ""hf://lmms-lab/ai2d-no-mask/test/000017"", ""hf://lmms-lab/ai2d-no-mask/test/000018"", ""hf://lmms-lab/ai2d-no-mask/test/000181"", ""hf://lmms-lab/ai2d-no-mask/test/000182"", ""hf://lmms-lab/ai2d-no-mask/test/000167"", ""hf://lmms-lab/ai2d-no-mask/test/000168"", ""hf://lmms-lab/ai2d-no-mask/test/000169""]"
siglip_b16_224,ai2d_test_000018,hf://lmms-lab/ai2d-no-mask/test/000018,36,0.023554354906082153,"[""hf://lmms-lab/ai2d-no-mask/test/000181"", ""hf://lmms-lab/ai2d-no-mask/test/000182"", ""hf://lmms-lab/ai2d-no-mask/test/000026"", ""hf://lmms-lab/ai2d-no-mask/test/000027"", ""hf://lmms-lab/ai2d-no-mask/test/000028"", ""hf://lmms-lab/ai2d-no-mask/test/000022"", ""hf://lmms-lab/ai2d-no-mask/test/000023"", ""hf://lmms-lab/ai2d-no-mask/test/000024"", ""hf://lmms-lab/ai2d-no-mask/test/000025"", ""hf://lmms-lab/ai2d-no-mask/test/000021""]"
siglip_b16_224,ai2d_test_000019,hf://lmms-lab/ai2d-no-mask/test/000019,154,-0.047204237431287766,"[""hf://lmms-lab/ai2d-no-mask/test/000021"", ""hf://lmms-lab/ai2d-no-mask/test/000022"", ""hf://lmms-lab/ai2d-no-mask/test/000023"", ""hf://lmms-lab/ai2d-no-mask/test/000024"", ""hf://lmms-lab/ai2d-no-mask/test/000060"", ""hf://lmms-lab/ai2d-no-mask/test/000059"", ""hf://lmms-lab/ai2d-no-mask/test/000061"", ""hf://lmms-lab/ai2d-no-mask/test/000016"", ""hf://lmms-lab/ai2d-no-mask/test/000181"", ""hf://lmms-lab/ai2d-no-mask/test/000182""]"
siglip_b16_224,ai2d_test_000020,hf://lmms-lab/ai2d-no-mask/test/000020,69,-0.028730716556310654,"[""hf://lmms-lab/ai2d-no-mask/test/000016"", ""hf://lmms-lab/ai2d-no-mask/test/000002"", ""hf://lmms-lab/ai2d-no-mask/test/000003"", ""hf://lmms-lab/ai2d-no-mask/test/000057"", ""hf://lmms-lab/ai2d-no-mask/test/000058"", ""hf://lmms-lab/ai2d-no-mask/test/000152"", ""hf://lmms-lab/ai2d-no-mask/test/000181"", ""hf://lmms-lab/ai2d-no-mask/test/000182"", ""hf://lmms-lab/ai2d-no-mask/test/000105"", ""hf://lmms-lab/ai2d-no-mask/test/000106""]"
siglip_b16_224,ai2d_test_000021,hf://lmms-lab/ai2d-no-mask/test/000021,8,-0.015933416783809662,"[""hf://lmms-lab/ai2d-no-mask/test/000016"", ""hf://lmms-lab/ai2d-no-mask/test/000143"", ""hf://lmms-lab/ai2d-no-mask/test/000144"", ""hf://lmms-lab/ai2d-no-mask/test/000104"", ""hf://lmms-lab/ai2d-no-mask/test/000158"", ""hf://lmms-lab/ai2d-no-mask/test/000145"", ""hf://lmms-lab/ai2d-no-mask/test/000146"", ""hf://lmms-lab/ai2d-no-mask/test/000021"", ""hf://lmms-lab/ai2d-no-mask/test/000002"", ""hf://lmms-lab/ai2d-no-mask/test/000003""]"
siglip_b16_224,ai2d_test_000022,hf://lmms-lab/ai2d-no-mask/test/000022,12,-0.00868445634841919,"[""hf://lmms-lab/ai2d-no-mask/test/000181"", ""hf://lmms-lab/ai2d-no-mask/test/000182"", ""hf://lmms-lab/ai2d-no-mask/test/000002"", ""hf://lmms-lab/ai2d-no-mask/test/000003"", ""hf://lmms-lab/ai2d-no-mask/test/000057"", ""hf://lmms-lab/ai2d-no-mask/test/000058"", ""hf://lmms-lab/ai2d-no-mask/test/000021"", ""hf://lmms-lab/ai2d-no-mask/test/000148"", ""hf://lmms-lab/ai2d-no-mask/test/000149"", ""hf://lmms-lab/ai2d-no-mask/test/000150""]"
siglip_b16_224,ai2d_test_000023,hf://lmms-lab/ai2d-no-mask/test/000023,62,-0.022297153249382973,"[""hf://lmms-lab/ai2d-no-mask/test/000057"", ""hf://lmms-lab/ai2d-no-mask/test/000058"", ""hf://lmms-lab/ai2d-no-mask/test/000103"", ""hf://lmms-lab/ai2d-no-mask/test/000152"", ""hf://lmms-lab/ai2d-no-mask/test/000033"", ""hf://lmms-lab/ai2d-no-mask/test/000036"", ""hf://lmms-lab/ai2d-no-mask/test/000181"", ""hf://lmms-lab/ai2d-no-mask/test/000182"", ""hf://lmms-lab/ai2d-no-mask/test/000111"", ""hf://lmms-lab/ai2d-no-mask/test/000114""]"
siglip_b16_224,ai2d_test_000024,hf://lmms-lab/ai2d-no-mask/test/000024,4,0.046317391097545624,"[""hf://lmms-lab/ai2d-no-mask/test/000021"", ""hf://lmms-lab/ai2d-no-mask/test/000022"", ""hf://lmms-lab/ai2d-no-mask/test/000023"", ""hf://lmms-lab/ai2d-no-mask/test/000024"", ""hf://lmms-lab/ai2d-no-mask/test/000094"", ""hf://lmms-lab/ai2d-no-mask/test/000095"", ""hf://lmms-lab/ai2d-no-mask/test/000096"", ""hf://lmms-lab/ai2d-no-mask/test/000097"", ""hf://lmms-lab/ai2d-no-mask/test/000016"", ""hf://lmms-lab/ai2d-no-mask/test/000181""]"
siglip_b16_224,ai2d_test_000025,hf://lmms-lab/ai2d-no-mask/test/000025,63,-0.025971772149205208,"[""hf://lmms-lab/ai2d-no-mask/test/000021"", ""hf://lmms-lab/ai2d-no-mask/test/000119"", ""hf://lmms-lab/ai2d-no-mask/test/000120"", ""hf://lmms-lab/ai2d-no-mask/test/000121"", ""hf://lmms-lab/ai2d-no-mask/test/000122"", ""hf://lmms-lab/ai2d-no-mask/test/000123"", ""hf://lmms-lab/ai2d-no-mask/test/000124"", ""hf://lmms-lab/ai2d-no-mask/test/000125"", ""hf://lmms-lab/ai2d-no-mask/test/000126"", ""hf://lmms-lab/ai2d-no-mask/test/000127""]"
siglip_b16_224,ai2d_test_000026,hf://lmms-lab/ai2d-no-mask/test/000026,1,0.05322888866066933,"[""hf://lmms-lab/ai2d-no-mask/test/000026"", ""hf://lmms-lab/ai2d-no-mask/test/000027"", ""hf://lmms-lab/ai2d-no-mask/test/000028"", ""hf://lmms-lab/ai2d-no-mask/test/000025"", ""hf://lmms-lab/ai2d-no-mask/test/000184"", ""hf://lmms-lab/ai2d-no-mask/test/000108"", ""hf://lmms-lab/ai2d-no-mask/test/000016"", ""hf://lmms-lab/ai2d-no-mask/test/000052"", ""hf://lmms-lab/ai2d-no-mask/test/000054"", ""hf://lmms-lab/ai2d-no-mask/test/000055""]"
siglip_b16_224,ai2d_test_000027,hf://lmms-lab/ai2d-no-mask/test/000027,22,0.0055617885664105415,"[""hf://lmms-lab/ai2d-no-mask/test/000016"", ""hf://lmms-lab/ai2d-no-mask/test/000145"", ""hf://lmms-lab/ai2d-no-mask/test/000146"", ""hf://lmms-lab/ai2d-no-mask/test/000109"", ""hf://lmms-lab/ai2d-no-mask/test/000143"", ""hf://lmms-lab/ai2d-no-mask/test/000144"", ""hf://lmms-lab/ai2d-no-mask/test/000159"", ""hf://lmms-lab/ai2d-no-mask/test/000160"", ""hf://lmms-lab/ai2d-no-mask/test/000119"", ""hf://lmms-lab/ai2d-no-mask/test/000120""]"
siglip_b16_224,ai2d_test_000028,hf://lmms-lab/ai2d-no-mask/test/000028,4,0.08445785194635391,"[""hf://lmms-lab/ai2d-no-mask/test/000025"", ""hf://lmms-lab/ai2d-no-mask/test/000026"", ""hf://lmms-lab/ai2d-no-mask/test/000027"", ""hf://lmms-lab/ai2d-no-mask/test/000028"", ""hf://lmms-lab/ai2d-no-mask/test/000183"", ""hf://lmms-lab/ai2d-no-mask/test/000184"", ""hf://lmms-lab/ai2d-no-mask/test/000108"", ""hf://lmms-lab/ai2d-no-mask/test/000016"", ""hf://lmms-lab/ai2d-no-mask/test/000107"", ""hf://lmms-lab/ai2d-no-mask/test/000110""]"
siglip_b16_224,ai2d_test_000029,hf://lmms-lab/ai2d-no-mask/test/000029,52,0.002813340863212943,"[""hf://lmms-lab/ai2d-no-mask/test/000011"", ""hf://lmms-lab/ai2d-no-mask/test/000052"", ""hf://lmms-lab/ai2d-no-mask/test/000054"", ""hf://lmms-lab/ai2d-no-mask/test/000055"", ""hf://lmms-lab/ai2d-no-mask/test/000056"", ""hf://lmms-lab/ai2d-no-mask/test/000012"", ""hf://lmms-lab/ai2d-no-mask/test/000013"", ""hf://lmms-lab/ai2d-no-mask/test/000014"", ""hf://lmms-lab/ai2d-no-mask/test/000015"", ""hf://lmms-lab/ai2d-no-mask/test/000021""]"
siglip_b16_224,ai2d_test_000030,hf://lmms-lab/ai2d-no-mask/test/000030,80,0.00704660639166832,"[""hf://lmms-lab/ai2d-no-mask/test/000053"", ""hf://lmms-lab/ai2d-no-mask/test/000052"", ""hf://lmms-lab/ai2d-no-mask/test/000054"", ""hf://lmms-lab/ai2d-no-mask/test/000055"", ""hf://lmms-lab/ai2d-no-mask/test/000056"", ""hf://lmms-lab/ai2d-no-mask/test/000112"", ""hf://lmms-lab/ai2d-no-mask/test/000113"", ""hf://lmms-lab/ai2d-no-mask/test/000098"", ""hf://lmms-lab/ai2d-no-mask/test/000057"", ""hf://lmms-lab/ai2d-no-mask/test/000058""]"
siglip_b16_224,ai2d_test_000031,hf://lmms-lab/ai2d-no-mask/test/000031,14,0.03557450696825981,"[""hf://lmms-lab/ai2d-no-mask/test/000158"", ""hf://lmms-lab/ai2d-no-mask/test/000143"", ""hf://lmms-lab/ai2d-no-mask/test/000144"", ""hf://lmms-lab/ai2d-no-mask/test/000159"", ""hf://lmms-lab/ai2d-no-mask/test/000160"", ""hf://lmms-lab/ai2d-no-mask/test/000016"", ""hf://lmms-lab/ai2d-no-mask/test/000145"", ""hf://lmms-lab/ai2d-no-mask/test/000146"", ""hf://lmms-lab/ai2d-no-mask/test/000147"", ""hf://lmms-lab/ai2d-no-mask/test/000104""]"
siglip_b16_224,ai2d_test_000032,hf://lmms-lab/ai2d-no-mask/test/000032,119,0.008312332443892956,"[""hf://lmms-lab/ai2d-no-mask/test/000071"", ""hf://lmms-lab/ai2d-no-mask/test/000072"", ""hf://lmms-lab/ai2d-no-mask/test/000112"", ""hf://lmms-lab/ai2d-no-mask/test/000113"", ""hf://lmms-lab/ai2d-no-mask/test/000181"", ""hf://lmms-lab/ai2d-no-mask/test/000182"", ""hf://lmms-lab/ai2d-no-mask/test/000119"", ""hf://lmms-lab/ai2d-no-mask/test/000120"", ""hf://lmms-lab/ai2d-no-mask/test/000121"", ""hf://lmms-lab/ai2d-no-mask/test/000122""]"
siglip_b16_224,ai2d_test_000033,hf://lmms-lab/ai2d-no-mask/test/000033,1,0.03183022513985634,"[""hf://lmms-lab/ai2d-no-mask/test/000033"", ""hf://lmms-lab/ai2d-no-mask/test/000036"", ""hf://lmms-lab/ai2d-no-mask/test/000057"", ""hf://lmms-lab/ai2d-no-mask/test/000058"", ""hf://lmms-lab/ai2d-no-mask/test/000034"", ""hf://lmms-lab/ai2d-no-mask/test/000035"", ""hf://lmms-lab/ai2d-no-mask/test/000152"", ""hf://lmms-lab/ai2d-no-mask/test/000151"", ""hf://lmms-lab/ai2d-no-mask/test/000153"", ""hf://lmms-lab/ai2d-no-mask/test/000002""]"
siglip_b16_224,ai2d_test_000034,hf://lmms-lab/ai2d-no-mask/test/000034,8,0.06619773060083389,"[""hf://lmms-lab/ai2d-no-mask/test/000151"", ""hf://lmms-lab/ai2d-no-mask/test/000153"", ""hf://lmms-lab/ai2d-no-mask/test/000152"", ""hf://lmms-lab/ai2d-no-mask/test/000033"", ""hf://lmms-lab/ai2d-no-mask/test/000036"", ""hf://lmms-lab/ai2d-no-mask/test/000057"", ""hf://lmms-lab/ai2d-no-mask/test/000058"", ""hf://lmms-lab/ai2d-no-mask/test/000034"", ""hf://lmms-lab/ai2d-no-mask/test/000035"", ""hf://lmms-lab/ai2d-no-mask/test/000103""]"
siglip_b16_224,ai2d_test_000035,hf://lmms-lab/ai2d-no-mask/test/000035,7,0.0836750939488411,"[""hf://lmms-lab/ai2d-no-mask/test/000152"", ""hf://lmms-lab/ai2d-no-mask/test/000033"", ""hf://lmms-lab/ai2d-no-mask/test/000036"", ""hf://lmms-lab/ai2d-no-mask/test/000151"", ""hf://lmms-lab/ai2d-no-mask/test/000153"", ""hf://lmms-lab/ai2d-no-mask/test/000034"", ""hf://lmms-lab/ai2d-no-mask/test/000035"", ""hf://lmms-lab/ai2d-no-mask/test/000057"", ""hf://lmms-lab/ai2d-no-mask/test/000058"", ""hf://lmms-lab/ai2d-no-mask/test/000064""]"
siglip_b16_224,ai2d_test_000036,hf://lmms-lab/ai2d-no-mask/test/000036,4,0.09092774987220764,"[""hf://lmms-lab/ai2d-no-mask/test/000057"", ""hf://lmms-lab/ai2d-no-mask/test/000058"", ""hf://lmms-lab/ai2d-no-mask/test/000033"", ""hf://lmms-lab/ai2d-no-mask/test/000036"", ""hf://lmms-lab/ai2d-no-mask/test/000152"", ""hf://lmms-lab/ai2d-no-mask/test/000151"", ""hf://lmms-lab/ai2d-no-mask/test/000153"", ""hf://lmms-lab/ai2d-no-mask/test/000034"", ""hf://lmms-lab/ai2d-no-mask/test/000035"", ""hf://lmms-lab/ai2d-no-mask/test/000181""]"
siglip_b16_224,ai2d_test_000037,hf://lmms-lab/ai2d-no-mask/test/000037,2,0.07705393433570862,"[""hf://lmms-lab/ai2d-no-mask/test/000064"", ""hf://lmms-lab/ai2d-no-mask/test/000037"", ""hf://lmms-lab/ai2d-no-mask/test/000038"", ""hf://lmms-lab/ai2d-no-mask/test/000039"", ""hf://lmms-lab/ai2d-no-mask/test/000040"", ""hf://lmms-lab/ai2d-no-mask/test/000062"", ""hf://lmms-lab/ai2d-no-mask/test/000063"", ""hf://lmms-lab/ai2d-no-mask/test/000129"", ""hf://lmms-lab/ai2d-no-mask/test/000130"", ""hf://lmms-lab/ai2d-no-mask/test/000131""]"
siglip_b16_224,ai2d_test_000038,hf://lmms-lab/ai2d-no-mask/test/000038,3,0.07387954741716385,"[""hf://lmms-lab/ai2d-no-mask/test/000064"", ""hf://lmms-lab/ai2d-no-mask/test/000037"", ""hf://lmms-lab/ai2d-no-mask/test/000038"", ""hf://lmms-lab/ai2d-no-mask/test/000039"", ""hf://lmms-lab/ai2d-no-mask/test/000040"", ""hf://lmms-lab/ai2d-no-mask/test/000193"", ""hf://lmms-lab/ai2d-no-mask/test/000194"", ""hf://lmms-lab/ai2d-no-mask/test/000195"", ""hf://lmms-lab/ai2d-no-mask/test/000196"", ""hf://lmms-lab/ai2d-no-mask/test/000197""]"
siglip_b16_224,ai2d_test_000039,hf://lmms-lab/ai2d-no-mask/test/000039,3,0.07853781431913376,"[""hf://lmms-lab/ai2d-no-mask/test/000037"", ""hf://lmms-lab/ai2d-no-mask/test/000038"", ""hf://lmms-lab/ai2d-no-mask/test/000039"", ""hf://lmms-lab/ai2d-no-mask/test/000040"", ""hf://lmms-lab/ai2d-no-mask/test/000064"", ""hf://lmms-lab/ai2d-no-mask/test/000119"", ""hf://lmms-lab/ai2d-no-mask/test/000120"", ""hf://lmms-lab/ai2d-no-mask/test/000121"", ""hf://lmms-lab/ai2d-no-mask/test/000122"", ""hf://lmms-lab/ai2d-no-mask/test/000123""]"
siglip_b16_224,ai2d_test_000040,hf://lmms-lab/ai2d-no-mask/test/000040,5,0.09449116885662079,"[""hf://lmms-lab/ai2d-no-mask/test/000064"", ""hf://lmms-lab/ai2d-no-mask/test/000037"", ""hf://lmms-lab/ai2d-no-mask/test/000038"", ""hf://lmms-lab/ai2d-no-mask/test/000039"", ""hf://lmms-lab/ai2d-no-mask/test/000040"", ""hf://lmms-lab/ai2d-no-mask/test/000062"", ""hf://lmms-lab/ai2d-no-mask/test/000063"", ""hf://lmms-lab/ai2d-no-mask/test/000129"", ""hf://lmms-lab/ai2d-no-mask/test/000130"", ""hf://lmms-lab/ai2d-no-mask/test/000131""]"
siglip_b16_224,ai2d_test_000041,hf://lmms-lab/ai2d-no-mask/test/000041,69,0.026645677164196968,"[""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139"", ""hf://lmms-lab/ai2d-no-mask/test/000140"", ""hf://lmms-lab/ai2d-no-mask/test/000141"", ""hf://lmms-lab/ai2d-no-mask/test/000142"", ""hf://lmms-lab/ai2d-no-mask/test/000037"", ""hf://lmms-lab/ai2d-no-mask/test/000038"", ""hf://lmms-lab/ai2d-no-mask/test/000039"", ""hf://lmms-lab/ai2d-no-mask/test/000040""]"
siglip_b16_224,ai2d_test_000042,hf://lmms-lab/ai2d-no-mask/test/000042,128,-0.06645119935274124,"[""hf://lmms-lab/ai2d-no-mask/test/000115"", ""hf://lmms-lab/ai2d-no-mask/test/000116"", ""hf://lmms-lab/ai2d-no-mask/test/000057"", ""hf://lmms-lab/ai2d-no-mask/test/000058"", ""hf://lmms-lab/ai2d-no-mask/test/000193"", ""hf://lmms-lab/ai2d-no-mask/test/000194"", ""hf://lmms-lab/ai2d-no-mask/test/000195"", ""hf://lmms-lab/ai2d-no-mask/test/000196"", ""hf://lmms-lab/ai2d-no-mask/test/000197"", ""hf://lmms-lab/ai2d-no-mask/test/000198""]"
siglip_b16_224,ai2d_test_000043,hf://lmms-lab/ai2d-no-mask/test/000043,32,0.05314082279801369,"[""hf://lmms-lab/ai2d-no-mask/test/000064"", ""hf://lmms-lab/ai2d-no-mask/test/000037"", ""hf://lmms-lab/ai2d-no-mask/test/000038"", ""hf://lmms-lab/ai2d-no-mask/test/000039"", ""hf://lmms-lab/ai2d-no-mask/test/000040"", ""hf://lmms-lab/ai2d-no-mask/test/000129"", ""hf://lmms-lab/ai2d-no-mask/test/000130"", ""hf://lmms-lab/ai2d-no-mask/test/000131"", ""hf://lmms-lab/ai2d-no-mask/test/000132"", ""hf://lmms-lab/ai2d-no-mask/test/000133""]"
siglip_b16_224,ai2d_test_000044,hf://lmms-lab/ai2d-no-mask/test/000044,102,0.035108648240566254,"[""hf://lmms-lab/ai2d-no-mask/test/000137"", ""hf://lmms-lab/ai2d-no-mask/test/000138"", ""hf://lmms-lab/ai2d-no-mask/test/000139"", ""hf://lmms-lab/ai2d-no-mask/test/000140"", ""hf://lmms-lab/ai2d-no-mask/test/000141"", ""hf://lmms-lab/ai2d-no-mask/test/000142"", ""hf://lmms-lab/ai2d-no-mask/test/000037"", ""hf://lmms-lab/ai2d-no-mask/test/000038"", ""hf://lmms-lab/ai2d-no-mask/test/000039"", ""hf://lmms-lab/ai2d-no-mask/test/000040""]"
siglip_b16_224,ai2d_test_000045,hf://lmms-lab/ai2d-no-mask/test/000045,35,0.04064759612083435,"[""hf://lmms-lab/ai2d-no-mask/test/000037"", ""hf://lmms-lab/ai2d-no-mask/test/000038"", ""hf://lmms-lab/ai2d-no-mask/test/000039"", ""hf://lmms-lab/ai2d-no-mask/test/000040"", ""hf://lmms-lab/ai2d-no-mask/test/000064"", ""hf://lmms-lab/ai2d-no-mask/test/000077"", ""hf://lmms-lab/ai2d-no-mask/test/000078"", ""hf://lmms-lab/ai2d-no-mask/test/000062"", ""hf://lmms-lab/ai2d-no-mask/test/000063"", ""hf://lmms-lab/ai2d-no-mask/test/000052""]"
siglip_b16_224,ai2d_test_000046,hf://lmms-lab/ai2d-no-mask/test/000046,59,0.05160198360681534,"[""hf://lmms-lab/ai2d-no-mask/test/000064"", ""hf://lmms-lab/ai2d-no-mask/test/000037"", ""hf://lmms-lab/ai2d-no-mask/test/000038"", ""hf://lmms-lab/ai2d-no-mask/test/000039"", ""hf://lmms-lab/ai2d-no-mask/test/000040"", ""hf://lmms-lab/ai2d-no-mask/test/000011"", ""hf://lmms-lab/ai2d-no-mask/test/000162"", ""hf://lmms-lab/ai2d-no-mask/test/000163"", ""hf://lmms-lab/ai2d-no-mask/test/000164"", ""hf://lmms-lab/ai2d-no-mask/test/000165""]"
siglip_b16_224,ai2d_test_000047,hf://lmms-lab/ai2d-no-mask/test/000047,49,0.01876254566013813,"[""hf://lmms-lab/ai2d-no-mask/test/000077"", ""hf://lmms-lab/ai2d-no-mask/test/000078"", ""hf://lmms-lab/ai2d-no-mask/test/000037"", ""hf://lmms-lab/ai2d-no-mask/test/000038"", ""hf://lmms-lab/ai2d-no-mask/test/000039"", ""hf://lmms-lab/ai2d-no-mask/test/000040"", ""hf://lmms-lab/ai2d-no-mask/test/000064"", ""hf://lmms-lab/ai2d-no-mask/test/000162"", ""hf://lmms-lab/ai2d-no-mask/test/000163"", ""hf://lmms-lab/ai2d-no-mask/test/000164""]"
siglip_b16_224,ai2d_test_000048,hf://lmms-lab/ai2d-no-mask/test/000048,41,0.021670181304216385,"[""hf://lmms-lab/ai2d-no-mask/test/000064"", ""hf://lmms-lab/ai2d-no-mask/test/000037"", ""hf://lmms-lab/ai2d-no-mask/test/000038"", ""hf://lmms-lab/ai2d-no-mask/test/000039"", ""hf://lmms-lab/ai2d-no-mask/test/000040"", ""hf://lmms-lab/ai2d-no-mask/test/000052"", ""hf://lmms-lab/ai2d-no-mask/test/000054"", ""hf://lmms-lab/ai2d-no-mask/test/000055"", ""hf://lmms-lab/ai2d-no-mask/test/000056"", ""hf://lmms-lab/ai2d-no-mask/test/000062""]"
siglip_b16_224,ai2d_test_000049,hf://lmms-lab/ai2d-no-mask/test/000049,190,-0.02257745899260044,"[""hf://lmms-lab/ai2d-no-mask/test/000167"", ""hf://lmms-lab/ai2d-no-mask/test/000168"", ""hf://lmms-lab/ai2d-no-mask/test/000169"", ""hf://lmms-lab/ai2d-no-mask/test/000170"", ""hf://lmms-lab/ai2d-no-mask/test/000171"", ""hf://lmms-lab/ai2d-no-mask/test/000172"", ""hf://lmms-lab/ai2d-no-mask/test/000173"", ""hf://lmms-lab/ai2d-no-mask/test/000174"", ""hf://lmms-lab/ai2d-no-mask/test/000175"", ""hf://lmms-lab/ai2d-no-mask/test/000037""]"
